research_result_id,run_id,package_id,handoff_id,linked_primary_result_id,result_relation,feature_id,manual_id,verification_question,topic,required_source_type,evidence_class,document_id,document_title,document_edition,pdf_filename,pdf_sha256,pdf_page_index,pdf_page_number,printed_page_label,chapter,section,clause,table_id,figure_id,anchor_phrase,located_text_summary,applicability_conditions,exclusions,cross_references,errata_status,historical_status,target_status,ocr_used,manual_image_verified,evidence_image_path,evidence_image_sha256,numeric_content_present,formula_present,table_present,location_status,confidence_status,supervisor_review_status,unresolved_reason,notes
R5B-PKG003-0011,LR-20260726-001,PKG-003-RBS-I,H5A-0255,,,F4-P5-035,MULTI,「line_load (covered under arbitrary_load)」について、適用年版の道路橋示方書に定義・載荷方法・組合せ規則がどう規定されているか確認する。,line_load:line_load (covered under arbitrary_load),RBS_COMMON,STANDARD_REQUIREMENT,DOC-RBS-I,道路橋示方書・同解説　Ⅰ　共通編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅰ　共通編.pdf,91e0e96028f057e18d768ce5f068a04853dc442b438165206a304916948f66b3,102,103,-83-,3章,3.1,(1),UNKNOWN,UNKNOWN,活荷重(L),H5A-0239と同根拠。線荷重名の直接規定は未確認。L荷重等の分布規定は8.2。,設計状況の作用設定,任意線荷重の直接定義なし,R5B-PKG003-0006,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-I_pdfp0109_300dpi-R5B-PKG003-0236b-109.png,e7417d6fc92be383963c0e5f5a4dec4a7cd8fa881418e1a2c0c85eb624543ada,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,NOT_FOUND_IN_SEARCHED_SCOPE,0239と同一候補
R5B-PKG003-0012,LR-20260726-001,PKG-003-RBS-I,H5A-0256,,,F4-P5-036,MULTI,「surface_load (covered under arbitrary_load)」について、適用年版の道路橋示方書に定義・載荷方法・組合せ規則がどう規定されているか確認する。,surface_load:surface_load (covered under arbitrary_load),RBS_COMMON,STANDARD_REQUIREMENT,DOC-RBS-I,道路橋示方書・同解説　Ⅰ　共通編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅰ　共通編.pdf,91e0e96028f057e18d768ce5f068a04853dc442b438165206a304916948f66b3,102,103,-83-,3章,3.1,(1)22,UNKNOWN,UNKNOWN,その他,H5A-0238と同根拠。面荷重名の直接規定は未確認。,設計状況の作用設定,任意面荷重の直接定義なし,R5B-PKG003-0005,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-I_pdfp0109_300dpi-R5B-PKG003-0236b-109.png,e7417d6fc92be383963c0e5f5a4dec4a7cd8fa881418e1a2c0c85eb624543ada,NO,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,NOT_FOUND_IN_SEARCHED_SCOPE,0238と同一候補
R5B-PKG004-0001,LR-20260726-001,PKG-004-RBS-II,H5A-0030,,,F4-P1-051,MAN-005,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,standard_section:単位重量・物理定数データ,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,鋼材の最小板厚,UNKNOWN,UNKNOWN,鋼材の最小板厚,幅厚比・最小板厚等の断面照合観点,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0001.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0002,LR-20260726-001,PKG-004-RBS-II,H5A-0093,,,F4-P3-001,MAN-008,非合成鋼鈑桁の「断面変化位置の追加方法」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面変化位置の追加方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0002.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0003,LR-20260726-001,PKG-004-RBS-II,H5A-0094,,,F4-P3-002,MAN-008,非合成鋼鈑桁の「断面変化位置の自動決定」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面変化位置の自動決定,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0003.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0004,LR-20260726-001,PKG-004-RBS-II,H5A-0095,,,F4-P3-003,MAN-008,非合成鋼鈑桁の「断面変化位置の手動入力」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面変化位置の手動入力,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0004.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0005,LR-20260726-001,PKG-004-RBS-II,H5A-0096,,,F4-P3-004,MAN-008,非合成鋼鈑桁の「断面変化位置の微調整」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面変化位置の微調整,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0005.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0006,LR-20260726-001,PKG-004-RBS-II,H5A-0097,,,F4-P3-005,MAN-008,非合成鋼鈑桁の「断面長の直接入力」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面長の直接入力,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0006.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0007,LR-20260726-001,PKG-004-RBS-II,H5A-0098,,,F4-P3-006,MAN-008,非合成鋼鈑桁の「断面計算の実行」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面計算の実行,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0007.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0008,LR-20260726-001,PKG-004-RBS-II,H5A-0099,,,F4-P3-007,MAN-008,非合成鋼鈑桁の「断面推定機能」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_change:断面推定機能,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.2.1,断面変化,UNKNOWN,UNKNOWN,断面変化,最小板厚・幅厚比・断面変化・補剛要否は5章部材設計一般規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0008.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,NO,NO,PARTIALLY_LOCATED,MEDIUM,APPROVED,CROSS_REFERENCE_NOT_YET_CHECKED,APOLLO操作名と道示条文の直接対応は監督レビュー要
R5B-PKG004-0009,LR-20260726-001,PKG-004-RBS-II,H5A-0100,,,F4-P3-008,MAN-008,断面計算の照査項目（応力度・幅厚比等）が道路橋示方書のどの規定に対応するか確認する。,section_check:断面チェック機能,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,116,117,-88-,5章,5.4,応力度限界,UNKNOWN,UNKNOWN,応力度限界,応力度・幅厚比照査は5.4を参照,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0009.png,3ac7a36f8d4c62f6f21fc8161578a2cd7faf8a00675b1ede71cf62832ae2214b,YES,YES,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0010,LR-20260726-001,PKG-004-RBS-II,H5A-0102,,,F4-P3-010,MAN-008,添接「添接計算の実行」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice:添接計算の実行,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,高力ボルト継手,UNKNOWN,UNKNOWN,高力ボルト継手,6.5で継手種別・摩擦/支圧/引張接合・配置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0010.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0011,LR-20260726-001,PKG-004-RBS-II,H5A-0104,,,F4-P3-010,MAN-008,示方書の継手規定とJISボルト規格を組み合わせて読む項目を洗い出す。,splice:添接計算の実行,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,高力ボルト継手,UNKNOWN,UNKNOWN,高力ボルト継手,6.5で継手種別・摩擦/支圧/引張接合・配置規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0011.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0012,LR-20260726-001,PKG-004-RBS-II,H5A-0106,,,F4-P3-011,MAN-009,縁端距離・ピッチ等の最小値が道路橋示方書側にも規定されているか確認する。,splice_bolt:フランジボルト配置変更方法1,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,ボルト配置,UNKNOWN,UNKNOWN,ボルト配置,6.5継手・ボルト配置・縁端距離等,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0012.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0013,LR-20260726-001,PKG-004-RBS-II,H5A-0114,,,F4-P3-014,MAN-009,添接「添接板厚不足時の再計算」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_plate:添接板厚不足時の再計算,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,添接板,UNKNOWN,UNKNOWN,添接板,6.5継手・添接板設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0013.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0014,LR-20260726-001,PKG-004-RBS-II,H5A-0120,,,F4-P3-016,MAN-009,添接「フランジ材端修正方法(母材-5mm)」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_plate:フランジ材端修正方法(母材-5mm),RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,添接板,UNKNOWN,UNKNOWN,添接板,6.5継手・添接板設計規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0014.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0015,LR-20260726-001,PKG-004-RBS-II,H5A-0123,,,F4-P3-017,MAN-009,添接「添接計算実行方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_check:添接計算実行方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,継手照査,UNKNOWN,UNKNOWN,継手照査,6.5継手強度照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0015.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0016,LR-20260726-001,PKG-004-RBS-II,H5A-0126,,,F4-P3-018,MAN-009,添接「設計計算書出力方法」の継手強度・摩擦接合の考え方に関する道路橋示方書規定を確認する。,splice_check:設計計算書出力方法,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,302,303,-274-,6章,6.5,継手照査,UNKNOWN,UNKNOWN,継手照査,6.5継手強度照査規定,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,4ed50912b59209cb700cf656fe1f62a533445eb6e1f35aa7fcd809769a94536d,YES,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0017,LR-20260726-001,PKG-004-RBS-II,H5A-0129,,,F4-P3-019,MAN-062,非合成鋼鈑桁の「システムの構成」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_definition:システムの構成,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,91,92,-63-,4章,4.1,適用範囲,UNKNOWN,UNKNOWN,適用範囲,4.1鋼部材・適用断面形状の範囲,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0017.png,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0018,LR-20260726-001,PKG-004-RBS-II,H5A-0130,,,F4-P3-020,MAN-062,非合成鋼鈑桁の「主桁の設計（Girder）の機能」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,main_girder:主桁の設計（Girder）の機能,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,420,421,-392-,11章,11.2,主桁,UNKNOWN,UNKNOWN,主桁,11.2主桁適用範囲・I/π/U/箱形断面,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0018.png,7bb95a33a3f815f8acf14b5b73a0078cc57c4a7c3e5e7cbc1c0051491b2dd532,NO,NO,NO,LOCATED,HIGH,APPROVED,,
R5B-PKG004-0019,LR-20260726-001,PKG-004-RBS-II,H5A-0131,,,F4-P3-021,MAN-062,非合成鋼鈑桁の「断面設計（Section）の機能」について、最小板厚・幅厚比・断面変化・補剛の要否が適用年版の道路橋示方書に規定されているか確認する。,section_definition:断面設計（Section）の機能,RBS_STEEL,STANDARD_REQUIREMENT,DOC-RBS-II,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,道路橋示方書・同解説　Ⅱ　鋼部材・鋼上部構造編.pdf,ac2eb2756b35271ec8f3a4300580630585d1494a5dd9e017c41b8e727ff859ca,91,92,-63-,4章,4.1,適用範囲,UNKNOWN,UNKNOWN,適用範囲,4.1鋼部材・適用断面形状の範囲,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,UNKNOWN,UNKNOWN,HISTORICAL_BASELINE_UNKNOWN_EDITION,TARGET_STANDARD_NOT_SELECTED,NO,YES,research/stage5b/page-images/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0019.png,ee2d7a4289afb1e033b836c3d06f6e12d21a0f03768a6125c3f10ebb54660c13,NO,NO,NO,LOCATED,HIGH,APPROVED,,
