golden_id,domain,field_path,entity_id,promotion_status,human_confirmation_id,conflict_id,common_layer,common_section,target_id,drawing_sheet_id,resolution_state,mapping_status,mapping_reason
GIN-0038,live_load,live_load.standard,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,live_load,LIVE_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0039,bridge_type,bridge_type.type,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,bridge_type,BRIDG-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0040,bridge,bridge.bridge_length,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0041,girder,girder.girder_length_AG1,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,girder,GIRDER-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0042,bridge,bridge.span_length.1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0043,bridge,bridge.span_length.2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0044,bridge,bridge.span_length.3,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0045,bridge,bridge.total_width,ENT-DECK,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0046,bridge,bridge.effective_width,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,metadata,bridge,META-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0047,material,material.steel_grade.SM520,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0048,material,material.steel_grade.SM490Y,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0049,material,material.steel_grade.SM400,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0050,material,material.concrete_strength_composite_deck,ENT-DECK,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0051,material,material.concrete_strength_wall_rail,ENT-DECK,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0052,material,material.concrete_strength_wrapping,ENT-DECK,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0053,material,material.elastic_modulus_steel,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0054,material,material.shear_modulus_steel,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0055,material,material.yield_strength_SM490Y,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,materials,material,MAT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0056,code,code.applicable_code,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,code,CODE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0057,code,code.applicable_manual,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,code,CODE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0058,code,code.live_load_reference,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,code,CODE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0059,deck,deck.deck_thickness,ENT-DECK,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,deck,DECK-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0060,deck,deck.pavement_thickness,ENT-DECK,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,deck,DECK-DECK,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0061,load_case,load_case.DEAD_LOAD,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0062,load_case,load_case.LIVE_LOAD_B,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0063,load_case,load_case.IMPACT,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0064,load_case,load_case.WIND,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0065,load_case,load_case.COLLISION,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0066,load_case,load_case.SEISMIC_L1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0067,load_case,load_case.NODE_LOADS,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0068,load_case,load_case.WHEEL_LOAD,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,loads,load_case,LOADCASE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0069,load_value,load_value.pavement,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0070,load_value,load_value.deck,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0071,load_value,load_value.haunch,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0072,load_value,load_value.wall_rail,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0073,load_value,load_value.sound_barrier,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0074,load_value,load_value.steel,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0075,load_value,load_value.inspection,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0076,load_value,load_value.nose,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0077,load_value,load_value.curb,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0078,load_value,load_value.wind_outer,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0079,load_value,load_value.wind_inner,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0080,load_value,load_value.collision_vehicle,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0081,load_value,load_value.wind_WS,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0082,load_value,load_value.seismic_L1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0083,load_value,load_value.wheel_P,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0084,load_value,load_value.collision_F,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0085,load_value,load_value.node_load.nose_curb_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0086,load_value,load_value.node_load.nose_curb_C1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0087,load_value,load_value.node_load.deck_widening_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0088,load_value,load_value.node_load.deck_widening_C1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0089,load_value,load_value.node_load.nose_droop_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0090,load_value,load_value.node_load.nose_droop_C1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0091,load_value,load_value.node_load.nose_droop_C2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0092,load_value,load_value.node_load.deck_droop_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0093,load_value,load_value.node_load.deck_droop_S1_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0094,load_value,load_value.node_load.deck_droop_PR1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0095,load_value,load_value.node_load.deck_droop_PR1_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0096,load_value,load_value.node_load.deck_droop_PR2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0097,load_value,load_value.node_load.deck_droop_PR2_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0098,load_value,load_value.node_load.deck_droop_S2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0099,load_value,load_value.node_load.deck_droop_S2_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0100,load_value,load_value.node_load.girder_end_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0101,load_value,load_value.node_load.girder_end_S1_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0102,load_value,load_value.node_load.girder_end_S2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0103,load_value,load_value.node_load.girder_end_S2_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0104,load_value,load_value.node_load.wrapping_S1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0105,load_value,load_value.node_load.wrapping_S1_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0106,load_value,load_value.node_load.wrapping_S2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0107,load_value,load_value.node_load.wrapping_S2_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0108,load_value,load_value.node_load.wrapping_PR1_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0109,load_value,load_value.node_load.wrapping_PR1_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0110,load_value,load_value.node_load.wrapping_PR2_AG1,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0111,load_value,load_value.node_load.wrapping_PR2_AG2,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_value,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0112,load_application,load_application.distributed_dead_load,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_application,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0113,load_application,load_application.panel_point_loads,ENT-LINE-ACL,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,load_application,LOAD_-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0114,node,node.1001.coordinate,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,node,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0115,node,node.1027.coordinate,ENT-GIRDER-AG1,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,node,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0116,node,node.2001.coordinate,ENT-GIRDER-AG2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,node,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
GIN-0117,node,node.2027.coordinate,ENT-GIRDER-AG2,APPROVED_INPUT_GOLDEN,,,bridgeGeometry,node,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_INPUT_GOLDEN
