golden_id,domain,field_path,entity_id,promotion_status,human_confirmation_id,conflict_id,common_layer,common_section,target_id,drawing_sheet_id,resolution_state,mapping_status,mapping_reason
G-GEO-0019,geometry,cross_section.pavement_thickness,ENT-DECK,APPROVED_GOLDEN_MODEL,,,sections,cross_section,SECTION-DECK,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0020,geometry,cross_section.upper_flange_width,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,sections,cross_section,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0021,geometry,cross_section.web_height,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,sections,cross_section,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0022,geometry,cross_section.web_thickness,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,sections,cross_section,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0023,geometry,support_line.pu15,ENT-SUPPORT-PU15,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,support_line,SUPPO-SUPPORT-PU15,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0024,geometry,support_line.pr1,ENT-SUPPORT-PR1,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,support_line,SUPPO-SUPPORT-PR1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0025,geometry,support_line.pr2,ENT-SUPPORT-PR2,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,support_line,SUPPO-SUPPORT-PR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0026,geometry,support_line.ar2,ENT-SUPPORT-AR2,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,support_line,SUPPO-SUPPORT-AR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0027,geometry,elevation.longitudinal_gradient.1,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0028,geometry,elevation.longitudinal_gradient.2,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0029,geometry,elevation.cross_gradient.1,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0030,geometry,elevation.cross_gradient.2,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0031,geometry,elevation.cross_gradient.3,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-GEO-0032,geometry,elevation.deck_elevation_DL,ENT-DECK,APPROVED_WITH_HUMAN_CONFIRMATION_TRACK,HCR-001,,bridgeGeometry,elevation,ELEVA-DECK,,HUMAN_CONFIRMATION_REQUIRED,MAPPED_WITH_HUMAN_TRACK,"human confirmation HCR-001 preserved; value present, confirmation pending"
G-GEO-0033,geometry,elevation.ground_level_V,ENT-LINE-ACL,APPROVED_WITH_HUMAN_CONFIRMATION_TRACK,HCR-001,,bridgeGeometry,elevation,ELEVA-LINE-ACL,,HUMAN_CONFIRMATION_REQUIRED,MAPPED_WITH_HUMAN_TRACK,"human confirmation HCR-001 preserved; value present, confirmation pending"
G-SM-0001,structural_model,node.1001.coordinate,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0002,structural_model,node.1027.coordinate,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0003,structural_model,node.2001.coordinate,ENT-GIRDER-AG2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0004,structural_model,node.2027.coordinate,ENT-GIRDER-AG2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0005,structural_model,member.AG1,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0006,structural_model,member.AG2,ENT-GIRDER-AG2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0007,structural_model,member.GE1,ENT-XBEAM-GE1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-GE1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0008,structural_model,member.GE2,ENT-XBEAM-GE2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-GE2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0009,structural_model,member.C1-C7,ENT-XBEAM-C1C7,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-C1C7,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0010,structural_model,member.C8-C13,ENT-XBEAM-C8C13,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-C8C13,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0011,structural_model,member.C14-C20,ENT-XBEAM-C14C20,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-C14C20,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0012,structural_model,member.C21-C23,ENT-XBEAM-C21C23,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-XBEAM-C21C23,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0013,structural_model,member.A-L1,ENT-BRACE-AL1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-BRACE-AL1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0014,structural_model,member.A-L2,ENT-BRACE-AL2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-BRACE-AL2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0015,structural_model,member.STUD,ENT-STUD,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-STUD,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0016,structural_model,member.V-STIFF,ENT-STIFF-VSTIFF,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-STIFF-VSTIFF,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0017,structural_model,member.JACK-STIFF,ENT-STIFF-JACKSTIFF,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-STIFF-JACKSTIFF,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0018,structural_model,member.SOLE-PL,ENT-SOLEPL,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-SOLEPL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0019,structural_model,member.NOSE,ENT-NOSE,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-NOSE,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0020,structural_model,member.H-NO1,ENT-NOSE-HNO1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-NOSE-HNO1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0021,structural_model,member.S1,ENT-SUPPORT-PU15,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-SUPPORT-PU15,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0022,structural_model,member.S2,ENT-SUPPORT-AR2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-SUPPORT-AR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0023,structural_model,member.PR1,ENT-SUPPORT-PR1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-SUPPORT-PR1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0024,structural_model,member.PR2,ENT-SUPPORT-PR2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SM-SUPPORT-PR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0025,structural_model,connectivity.plane_grid_topology,ENT-LINE-ACL,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,CONNE-LINE-ACL,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0026,structural_model,connectivity.ag1_node_chain,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,CONNE-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0027,structural_model,connectivity.ag2_node_chain,ENT-GIRDER-AG2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,CONNE-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0028,structural_model,support_restraint.PU15,ENT-SUPPORT-PU15,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SUPPO-SUPPORT-PU15,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0029,structural_model,support_restraint.PR1,ENT-SUPPORT-PR1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SUPPO-SUPPORT-PR1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0030,structural_model,support_restraint.PR2,ENT-SUPPORT-PR2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SUPPO-SUPPORT-PR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0031,structural_model,support_restraint.AR2,ENT-SUPPORT-AR2,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SUPPO-SUPPORT-AR2,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0032,structural_model,section_assignment.AG1.Sec-1,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SECTI-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0033,structural_model,section_assignment.AG1.Sec-3,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SECTI-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-SM-0034,structural_model,section_assignment.AG1.Sec-6,ENT-GIRDER-AG1,APPROVED_GOLDEN_MODEL,,,structuralModel,structural_model,SECTI-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_GOLDEN_MODEL
G-DES-0001,design,section_property.ag1.sec-1.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0002,design,section_property.ag1.sec-1.web,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0003,design,section_property.ag1.sec-1.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,CONF-P2II-001,design,design_item,SECTION-GIRDER-AG1,,CONFLICT,MAPPED_CONFLICT,conflict CONF-P2II-001 preserved; selected value null until human resolution
G-DES-0004,design,section_property.ag1.sec-3.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0005,design,section_property.ag1.sec-3.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,CONF-P2II-001,design,design_item,SECTION-GIRDER-AG1,,CONFLICT,MAPPED_CONFLICT,conflict CONF-P2II-001 preserved; selected value null until human resolution
G-DES-0006,design,section_property.ag1.sec-3.web,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0007,design,section_property.ag1.sec-5.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0008,design,section_property.ag1.sec-5.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0009,design,section_property.ag1.sec-5.web,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0010,design,section_property.ag1.sec-6.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0011,design,section_property.ag1.sec-6.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,CONF-P2II-001,design,design_item,SECTION-GIRDER-AG1,,CONFLICT,MAPPED_CONFLICT,conflict CONF-P2II-001 preserved; selected value null until human resolution
G-DES-0012,design,section_property.ag1.sec-6.web,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0013,design,section_property.ag1.sec-8.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0014,design,section_property.ag1.sec-8.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0015,design,section_property.ag1.sec-8.web,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0016,design,section_property.ag1.sec-9.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0017,design,section_property.ag1.sec-9.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0018,design,section_property.ag1.sec-10.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0019,design,section_property.ag1.sec-10.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0020,design,section_property.ag1.sec-11.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0021,design,section_property.ag1.sec-11.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0022,design,section_property.ag1.sec-12.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0023,design,section_property.ag1.sec-12.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0024,design,section_property.ag1.sec-13.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0025,design,section_property.ag1.sec-13.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0026,design,section_property.ag1.sec-14.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0027,design,section_property.ag1.sec-14.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0028,design,section_property.ag1.sec-15.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0029,design,section_property.ag1.sec-16.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0030,design,section_property.ag1.sec-16.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0031,design,section_property.ag1.sec-17.uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0032,design,section_property.ag1.sec-17.lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0033,design,section_property.ag2.summary,ENT-GIRDER-AG2,APPROVED_DESIGN_GOLDEN,,,design,design_item,SECTION-GIRDER-AG2,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0034,design,limit.tension_ls3_tud,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0035,design,limit.compression_sec3_cud,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0036,design,limit.compression_sec6_cud,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0037,design,limit.compression_composite_uflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0038,design,limit.compression_composite_lflg,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0039,design,limit.shear_tud,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0040,design,limit.combined_kappa_limit,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0041,design,limit.fatigue_damage_limit,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0042,design,limit.bracket_bending_compression,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0043,design,limit.bracket_tension,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0044,design,limit.concrete_ck,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0045,design,limit.rubber_max_compressive,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0046,design,limit.rubber_shear_strain_g10,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0047,design,limit.rubber_shear_strain_g12,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
G-DES-0048,design,limit.rubber_repeated_horizontal,ENT-GIRDER-AG1,APPROVED_DESIGN_GOLDEN,,,design,design_item,LIMIT-GIRDER-AG1,,CONFIRMED,MAPPED,promotion APPROVED_DESIGN_GOLDEN
