candidate_id,golden_id,field_path,promotion_status,promotion_reason,source_priority,confidence
DS-186,G-DES-0042,limit.bracket_bending_compression,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-187,G-DES-0043,limit.bracket_tension,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-188,G-DES-0044,limit.concrete_ck,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-189,G-DES-0045,limit.rubber_max_compressive,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-190,G-DES-0046,limit.rubber_shear_strain_g10,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-191,G-DES-0047,limit.rubber_shear_strain_g12,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-192,G-DES-0048,limit.rubber_repeated_horizontal,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
DS-193,G-DES-0049,limit.steel_weight_ratio,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-001,G-AD-0001,adopted_section.ag1.sec-1.uflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-002,G-AD-0002,adopted_section.ag1.sec-1.web,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-003,G-AD-0003,adopted_section.ag1.sec-1.lflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,CALCULATION,HIGH
AD-004,G-AD-0004,adopted_section.ag1.sec-3.uflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-005,G-AD-0005,adopted_section.ag1.sec-3.lflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,CALCULATION,HIGH
AD-006,G-AD-0006,adopted_section.ag1.sec-6.uflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-007,G-AD-0007,adopted_section.ag1.sec-6.lflg,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,CALCULATION,HIGH
AD-037,G-AD-0008,adopted_dimension.bridge_length,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-038,G-AD-0009,adopted_dimension.girder_length_ag1,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-039,G-AD-0010,adopted_dimension.girder_length_ag2,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-040,G-AD-0011,adopted_dimension.span_1,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-041,G-AD-0012,adopted_dimension.span_2,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-042,G-AD-0013,adopted_dimension.span_3,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-043,G-AD-0014,adopted_dimension.total_width,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-044,G-AD-0015,adopted_dimension.effective_width,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-045,G-AD-0016,adopted_dimension.girder_spacing,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-046,G-AD-0017,adopted_dimension.girder_height,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-047,G-AD-0018,adopted_dimension.deck_thickness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-048,G-AD-0019,adopted_dimension.pavement_thickness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,BOTH,HIGH
AD-049,G-AD-0020,adopted_dimension.stud_size,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-050,G-AD-0021,adopted_dimension.main_rebar,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-051,G-AD-0022,adopted_dimension.distribution_rebar_support,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-052,G-AD-0023,adopted_dimension.rib_height,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-008,G-AD-0024,adopted_material.steel_sm490y,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-009,G-AD-0025,adopted_material.steel_sm400,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-010,G-AD-0026,adopted_material.steel_sm520,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-011,G-AD-0027,adopted_material.steel_ss400,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-012,G-AD-0028,adopted_material.steel_sm520h,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-013,G-AD-0029,adopted_material.rebar_sd345,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-014,G-AD-0030,adopted_material.concrete_deck_ck30,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-015,G-AD-0031,adopted_material.concrete_wall_rail_ck24,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-016,G-AD-0032,adopted_material.elastic_modulus_steel,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-017,G-AD-0033,adopted_material.shear_modulus_steel,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-018,G-AD-0034,adopted_material.yield_strength_sm490y,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-019,G-AD-0035,adopted_material.tensile_strength_sm490y,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-020,G-AD-0036,adopted_material.shear_yield_sm490y,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-021,G-AD-0037,adopted_bearing.PU15.type,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-022,G-AD-0038,adopted_bearing.PU15.rubber_layer,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-023,G-AD-0039,adopted_bearing.PU15.rubber_total,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-025,G-AD-0040,adopted_bearing.PU15.lead_plug,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-027,G-AD-0041,adopted_bearing.PU15.stiffness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-028,G-AD-0042,adopted_bearing.PR1.type,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-029,G-AD-0043,adopted_bearing.PR1.rubber_layer,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-030,G-AD-0044,adopted_bearing.PR1.rubber_total,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-031,G-AD-0045,adopted_bearing.PR1.lead_plug,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-032,G-AD-0046,adopted_bearing.PR1.stiffness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-033,G-AD-0047,adopted_bearing.PR2.stiffness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-034,G-AD-0048,adopted_bearing.AR2.stiffness,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-035,G-AD-0049,adopted_bearing.step_prevention.buffer,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
AD-036,G-AD-0050,adopted_bearing.step_prevention.top_plate,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,CALCULATION,HIGH
