table_id,pdf_page_number,printed_page_number,chapter_id,section_id,title_raw,header_raw,row_key,column_key,cell_raw_text,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CAL-TBL-P01299-013,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(n=7) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,YcL,-41.9 cm,-41.9,cm,-41.9,cm,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-014,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(n=7) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,Ysu,-19.9 cm,-19.9,cm,-19.9,cm,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-015,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(n=7) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,YsL,238.1 cm,238.1,cm,238.1,cm,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-016,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(クリープn=14) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,Ac/n,656.1 cm2,656.1,cm2,656.1,cm2,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-017,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(クリープn=14) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,Av,1290.4 cm2,1290.4,cm2,1290.4,cm2,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-018,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(クリープn=14) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,剛度I,15158395 cm4,15158395,cm4,15158395,cm4,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-019,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(乾燥収縮n=21) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,Ac/n,437.4 cm2,437.4,cm2,437.4,cm2,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-020,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(乾燥収縮n=21) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,Av,1071.8 cm2,1071.8,cm2,1071.8,cm2,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01299-021,1299,1294,CAL-CH4,CAL-SEC-4.2.3,合成断面諸量(乾燥収縮n=21) AG1 Sec-1,要素/Ac/n/Av/偏心e/剛度I/Ycu/YcL/Ysu/YsL,100101,剛度I,13440812 cm4,13440812,cm4,13440812,cm4,SECTION_PROPERTY,CAL-P01299-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-001,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成前死荷重Md1,曲げモーメント,0.0 kNm,0.0,kNm,0.0,kNm,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-002,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成前死荷重,せん断力,663.1 kN,663.1,kN,663.1,kN,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-003,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成後死荷重Md2,曲げモーメント,0.0 kNm,0.0,kNm,0.0,kNm,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-004,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成後死荷重,せん断力,281.6 kN,281.6,kN,281.6,kN,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-005,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成後活荷重ML1,曲げモーメント,0.0 kNm,0.0,kNm,0.0,kNm,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-006,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,合成後活荷重,せん断力,922.1 kN,922.1,kN,922.1,kN,SECTION_FORCE,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-007,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,固定点間距離L,値,5.344 m,5.344,m,5.344,m,DIMENSION,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-008,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,床版全幅,値,4005 mm,4005,mm,4005,mm,DIMENSION,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-009,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,ハンチ高,値,220.0 mm,220.0,mm,220.0,mm,DIMENSION,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-010,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,σck,値,30.0 N/mm2,30.0,N/mm2,30.0,N/mm2,MATERIAL_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-011,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面力及び計算条件 AG1 Sec-1 Sup-1,項目/値,曲率半径R,値,2998.500 m,2998.500,m,2998.500,m,DIMENSION,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-012,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼桁断面,A,634.38 cm2,634.38,cm2,634.38,cm2,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-013,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼桁断面,重心位置e,1.28 cm,1.28,cm,1.28,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-014,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼桁断面,剛度I,6473032 cm4,6473032,cm4,6473032,cm4,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-015,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),A,1946.50 cm2,1946.50,cm2,1946.50,cm2,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-016,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),重心位置e,-109.16 cm,-109.16,cm,-109.16,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-017,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),剛度I,18008524 cm4,18008524,cm4,18008524,cm4,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-018,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),Ycu,-64.89 cm,-64.89,cm,-64.89,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-019,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),Ysu,-19.89 cm,-19.89,cm,-19.89,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-020,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,合成(n=7),YsL,238.11 cm,238.11,cm,238.11,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-021,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,クリープ(n=14),A,1290.44 cm2,1290.44,cm2,1290.44,cm2,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-022,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,クリープ(n=14),重心位置e,-82.01 cm,-82.01,cm,-82.01,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-023,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,クリープ(n=14),剛度I,15158395 cm4,15158395,cm4,15158395,cm4,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-024,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,乾燥収縮(n=21),A,1071.75 cm2,1071.75,cm2,1071.75,cm2,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-025,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,乾燥収縮(n=21),重心位置e,-65.58 cm,-65.58,cm,-65.58,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-026,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,乾燥収縮(n=21),剛度I,13440812 cm4,13440812,cm4,13440812,cm4,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-027,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼+鉄筋,A,881.74 cm2,881.74,cm2,881.74,cm2,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-028,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼+鉄筋,重心位置e,-44.68 cm,-44.68,cm,-44.68,cm,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01319-029,1319,1314,CAL-CH4,CAL-SEC-4.2.4,断面諸量一覧 AG1 Sup-1,断面状態/A/重心位置e/剛度I/各種距離,鋼+鉄筋,剛度I,11253998 cm4,11253998,cm4,11253998,cm4,SECTION_PROPERTY,CAL-P01319-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-001,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,合成前Md1,σcu,- N/mm2,-,N/mm2,-,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-002,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,合成前Md1,σsu,0 N/mm2,0,N/mm2,0,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-003,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,合成後死Md2,σcu,0.0 N/mm2,0.0,N/mm2,0.0,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-004,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,合成後活ML1,σsu,0 N/mm2,0,N/mm2,0,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-005,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,温度差,σcu,0.2 N/mm2,0.2,N/mm2,0.2,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-006,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,温度差,σcL,0.6 N/mm2,0.6,N/mm2,0.6,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-007,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,温度差,σsu,-18 N/mm2,-18,N/mm2,-18,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-008,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,温度差,σsL,6 N/mm2,6,N/mm2,6,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-009,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,乾燥収縮,σcu,0.4 N/mm2,0.4,N/mm2,0.4,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-010,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,乾燥収縮,σcL,0.5 N/mm2,0.5,N/mm2,0.5,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-011,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,乾燥収縮,σsu,-26 N/mm2,-26,N/mm2,-26,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-012,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,乾燥収縮,σsL,9 N/mm2,9,N/mm2,9,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-013,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,永続作用(A),(A)σcu,0.6 N/mm2,0.6,N/mm2,0.6,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-014,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,永続作用(A),(A)σsu,-44 N/mm2,-44,N/mm2,-44,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-015,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,変動作用(D),(D)σsu,-8 N/mm2,-8,N/mm2,-8,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01322-016,1322,1317,CAL-CH4,CAL-SEC-4.2.4,応力度照査一覧 AG1 Sec-1 Sup-1,作用/σcu/σcL/σsu/σsL/τ,せん断力,τ,53 N/mm2,53,N/mm2,53,N/mm2,STRESS_VALUE,CAL-P01322-TBL,HIGH,UNVERIFIED
CAL-TBL-P01947-001,1947,1942,CAL-CH4,CAL-SEC-4.2.7,たわみ計算結果,支間/たわみ/剛比,第1支間,たわみ,23.5 mm,23.5,mm,23.5,mm,DEFLECTION,CAL-P01947-TBL,HIGH,UNVERIFIED
CAL-TBL-P01947-002,1947,1942,CAL-CH4,CAL-SEC-4.2.7,たわみ計算結果,支間/たわみ/剛比,第2支間,たわみ,28.7 mm,28.7,mm,28.7,mm,DEFLECTION,CAL-P01947-TBL,HIGH,UNVERIFIED
CAL-TBL-P01947-003,1947,1942,CAL-CH4,CAL-SEC-4.2.7,たわみ計算結果,支間/たわみ/剛比,第3支間,たわみ,22.1 mm,22.1,mm,22.1,mm,DEFLECTION,CAL-P01947-TBL,HIGH,UNVERIFIED
