table_id,pdf_page_number,printed_page_number,chapter_id,section_id,title_raw,header_raw,row_key,column_key,cell_raw_text,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CAL-TBL-P00119-012,119,114,CAL-CH3,CAL-SEC-3.1.2,死荷重一覧(ノーズ部),荷重種別/厚さ/単位重量/荷重強度,ノーズ部,単位長さ荷重,1.000 kN/m,1.000,kN/m,1.000,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-TBL-P00119-013,119,114,CAL-CH3,CAL-SEC-3.1.2,死荷重一覧(地覆),荷重種別/厚さ/単位重量/荷重強度,地覆,単位長さ荷重,2.100 kN/m,2.100,kN/m,2.100,kN/m,LOAD_VALUE,calc_pdf_p119,HIGH,UNVERIFIED
CAL-TBL-P00125-001,125,120,CAL-CH3,CAL-SEC-3.1.2,ノーズ部地覆等の格点荷重,荷重種別/格点/AG桁/荷重,ノーズ地覆 S1,AG1格点荷重,30 kN,30,kN,30,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-TBL-P00125-002,125,120,CAL-CH3,CAL-SEC-3.1.2,ノーズ部地覆等の格点荷重,荷重種別/格点/AG桁/荷重,ノーズ地覆 C1,AG1格点荷重,48 kN,48,kN,48,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-TBL-P00125-003,125,120,CAL-CH3,CAL-SEC-3.1.2,床版拡幅格点荷重,荷重種別/格点/AG桁/荷重,床版拡幅 S1,AG1格点荷重,11 kN,11,kN,11,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-TBL-P00125-004,125,120,CAL-CH3,CAL-SEC-3.1.2,床版拡幅格点荷重,荷重種別/格点/AG桁/荷重,床版拡幅 C1,AG1格点荷重,20 kN,20,kN,20,kN,LOAD_VALUE,calc_pdf_p125,HIGH,UNVERIFIED
CAL-TBL-P00128-001,128,123,CAL-CH3,CAL-SEC-3.1.2,ノーズ部打下ろし格点荷重,荷重種別/格点/AG桁/荷重,ノーズ打下し S1,AG1格点荷重,31 kN,31,kN,31,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00128-002,128,123,CAL-CH3,CAL-SEC-3.1.2,ノーズ部打下ろし格点荷重,荷重種別/格点/AG桁/荷重,ノーズ打下し C1,AG1格点荷重,23 kN,23,kN,23,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00128-003,128,123,CAL-CH3,CAL-SEC-3.1.2,ノーズ部打下ろし格点荷重,荷重種別/格点/AG桁/荷重,ノーズ打下し C2,AG1格点荷重,8 kN,8,kN,8,kN,LOAD_VALUE,calc_pdf_p128,HIGH,UNVERIFIED
CAL-TBL-P00131-001,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し S1 AG1,格点荷重,35 kN,35,kN,35,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-002,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し S1 AG2,格点荷重,62 kN,62,kN,62,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-003,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し PR1 AG1,格点荷重,11 kN,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-004,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し PR1 AG2,格点荷重,11 kN,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-005,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し PR2 AG1,格点荷重,11 kN,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-006,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し PR2 AG2,格点荷重,11 kN,11,kN,11,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-007,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し S2 AG1,格点荷重,17 kN,17,kN,17,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00131-008,131,126,CAL-CH3,CAL-SEC-3.1.2,床版打下し格点荷重一覧,荷重種別/格点/AG桁/荷重,床版打下し S2 AG2,格点荷重,17 kN,17,kN,17,kN,LOAD_VALUE,calc_pdf_p131,HIGH,UNVERIFIED
CAL-TBL-P00132-001,132,127,CAL-CH3,CAL-SEC-3.1.2,桁端部荷重一覧,荷重種別/桁/荷重,桁端部 S1 AG1,格点荷重,37 kN,37,kN,37,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-002,132,127,CAL-CH3,CAL-SEC-3.1.2,桁端部荷重一覧,荷重種別/桁/荷重,桁端部 S1 AG2,格点荷重,44 kN,44,kN,44,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-003,132,127,CAL-CH3,CAL-SEC-3.1.2,桁端部荷重一覧,荷重種別/桁/荷重,桁端部 S2 AG1,格点荷重,50 kN,50,kN,50,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00132-004,132,127,CAL-CH3,CAL-SEC-3.1.2,桁端部荷重一覧,荷重種別/桁/荷重,桁端部 S2 AG2,格点荷重,50 kN,50,kN,50,kN,LOAD_VALUE,calc_pdf_p132,HIGH,UNVERIFIED
CAL-TBL-P00133-001,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,端支点,L1,990 mm,990,mm,0.990,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-002,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,端支点,L2,1190 mm,1190,mm,1.190,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-003,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,端支点,Bx2,250 mm,250,mm,0.250,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-004,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,端支点,L3,1440 mm,1440,mm,1.440,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-005,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,端支点,採用幅,1500 mm,1500,mm,1.500,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-006,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,中間支点,L1,1340 mm,1340,mm,1.340,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-007,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,中間支点,L2,1540 mm,1540,mm,1.540,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-008,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,中間支点,Bx2,250 mm,250,mm,0.250,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-009,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,中間支点,L3,1790 mm,1790,mm,1.790,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-010,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート寸法表,部位/L1/L2/B/L3/採用幅,中間支点,採用幅,2000 mm,2000,mm,2.000,m,DIMENSION,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-011,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 S1,格点/荷重,S1 AG1,格点荷重,215 kN,215,kN,215,kN,LOAD_VALUE,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00133-012,133,128,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 S1,格点/荷重,S1 AG2,格点荷重,215 kN,215,kN,215,kN,LOAD_VALUE,calc_pdf_p133,HIGH,UNVERIFIED
CAL-TBL-P00134-001,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 S2,格点/荷重,S2 AG1,格点荷重,226 kN,226,kN,226,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-002,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 S2,格点/荷重,S2 AG2,格点荷重,226 kN,226,kN,226,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-003,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 PR1,格点/荷重,PR1 AG1,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-004,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 PR1,格点/荷重,PR1 AG2,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-005,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 PR2,格点/荷重,PR2 AG1,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00134-006,134,129,CAL-CH3,CAL-SEC-3.1.2,巻き立てコンクリート荷重 PR2,格点/荷重,PR2 AG2,格点荷重,283 kN,283,kN,283,kN,LOAD_VALUE,calc_pdf_p134,HIGH,UNVERIFIED
CAL-TBL-P00135-001,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第1支間,平均支間長,40.156 m,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-002,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第1支間,衝撃係数i,0.222,,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-003,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第2支承線上,平均支間長,45.584 m,45.584,m,45.584,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-004,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第2支承線上,衝撃係数i,0.209,,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-005,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第2支間,平均支間長,51.013 m,51.013,m,51.013,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-006,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第2支間,衝撃係数i,0.198,,,0.198,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-007,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第3支承線上,平均支間長,45.585 m,45.585,m,45.585,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-008,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第3支承線上,衝撃係数i,0.209,,,0.209,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-009,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第3支間,平均支間長,40.156 m,40.156,m,40.156,m,DIMENSION,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00135-010,135,130,CAL-CH3,CAL-SEC-3.1.2,衝撃係数一覧,適用箇所/平均支間長/衝撃係数,第3支間,衝撃係数i,0.222,,,0.222,,DERIVED_VALUE,calc_pdf_p135,HIGH,UNVERIFIED
CAL-TBL-P00141-001,141,136,CAL-CH3,CAL-SEC-3.1.3,AG1桁格点座標,格点番号/X座標/Y座標,1001,X座標,1.21766 m,1.21766,m,1.21766,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-002,141,136,CAL-CH3,CAL-SEC-3.1.3,AG1桁格点座標,格点番号/X座標/Y座標,1001,Y座標,1.47689 m,1.47689,m,1.47689,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-003,141,136,CAL-CH3,CAL-SEC-3.1.3,AG1桁格点座標,格点番号/X座標/Y座標,1027,X座標,132.76045 m,132.76045,m,132.76045,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-004,141,136,CAL-CH3,CAL-SEC-3.1.3,AG1桁格点座標,格点番号/X座標/Y座標,1027,Y座標,1.55372 m,1.55372,m,1.55372,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-005,141,136,CAL-CH3,CAL-SEC-3.1.3,AG2桁格点座標,格点番号/X座標/Y座標,2001,X座標,1.46395 m,1.46395,m,1.46395,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-006,141,136,CAL-CH3,CAL-SEC-3.1.3,AG2桁格点座標,格点番号/X座標/Y座標,2001,Y座標,-3.02859 m,-3.02859,m,-3.02859,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-007,141,136,CAL-CH3,CAL-SEC-3.1.3,AG2桁格点座標,格点番号/X座標/Y座標,2027,X座標,132.55077 m,132.55077,m,132.55077,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00141-008,141,136,CAL-CH3,CAL-SEC-3.1.3,AG2桁格点座標,格点番号/X座標/Y座標,2027,Y座標,-2.94155 m,-2.94155,m,-2.94155,m,COORDINATE,calc_pdf_p141,HIGH,UNVERIFIED
CAL-TBL-P00143-001,143,138,CAL-CH3,CAL-SEC-3.1.5,AG1桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1001,曲げ剛度Ix,0.068340 m4,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-002,143,138,CAL-CH3,CAL-SEC-3.1.5,AG1桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1009,曲げ剛度Ix,0.106607 m4,0.106607,m4,0.106607,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-003,143,138,CAL-CH3,CAL-SEC-3.1.5,AG1桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1014,曲げ剛度Ix,0.077872 m4,0.077872,m4,0.077872,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-004,143,138,CAL-CH3,CAL-SEC-3.1.5,AG1桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1019,曲げ剛度Ix,0.107048 m4,0.107048,m4,0.107048,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-005,143,138,CAL-CH3,CAL-SEC-3.1.5,AG1桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1026,曲げ剛度Ix,0.076329 m4,0.076329,m4,0.076329,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-006,143,138,CAL-CH3,CAL-SEC-3.1.5,AG2桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,2001,曲げ剛度Ix,0.068340 m4,0.068340,m4,0.068340,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00143-007,143,138,CAL-CH3,CAL-SEC-3.1.5,AG2桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,2026,曲げ剛度Ix,0.074087 m4,0.074087,m4,0.074087,m4,SECTION_PROPERTY,calc_pdf_p143,HIGH,UNVERIFIED
CAL-TBL-P00144-001,144,139,CAL-CH3,CAL-SEC-3.1.5,横桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1001001,曲げ剛度Ix,0.0184053 m4,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-002,144,139,CAL-CH3,CAL-SEC-3.1.5,横桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1001009,曲げ剛度Ix,0.0456238 m4,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-003,144,139,CAL-CH3,CAL-SEC-3.1.5,横桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1001019,曲げ剛度Ix,0.0456238 m4,0.0456238,m4,0.0456238,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00144-004,144,139,CAL-CH3,CAL-SEC-3.1.5,横桁仮定剛度,部材番号/始点/終点/曲げ剛度Ix,1001027,曲げ剛度Ix,0.0184053 m4,0.0184053,m4,0.0184053,m4,SECTION_PROPERTY,calc_pdf_p144,HIGH,UNVERIFIED
CAL-TBL-P00149-001,149,144,CAL-CH3,CAL-SEC-3.1.6,材料定数データ,材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数,材料1,ヤング率,2.000000e+008 kN/m2,2.000000e+008,kN/m2,200000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-002,149,144,CAL-CH3,CAL-SEC-3.1.6,材料定数データ,材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数,材料1,せん断弾性係数,7.700000e+007 kN/m2,7.700000e+007,kN/m2,77000000,kN/m2,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-003,149,144,CAL-CH3,CAL-SEC-3.1.6,材料定数データ,材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数,材料1,ポアソン比,1.200000e-005,,,0.000012,,MATERIAL_PROPERTY,calc_pdf_p149,HIGH,UNVERIFIED
CAL-TBL-P00149-004,149,144,CAL-CH3,CAL-SEC-3.1.6,材料定数データ,材料番号/ヤング率/せん断弾性係数/ポアソン比/線膨張係数,材料1,線膨張係数,0.000000,,,0,,MATERIAL_PROPERTY,calc_pdf_p149,MEDIUM,UNVERIFIED
CAL-TBL-P00222-001,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,舗装,PU15,183.2 kN,183.2,kN,183.2,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-002,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,床版,PU15,736.5 kN,736.5,kN,736.5,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-003,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,鋼重,PU15,348.9 kN,348.9,kN,348.9,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-004,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,ハンチ,PU15,82.6 kN,82.6,kN,82.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-005,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,検査路,PU15,14.6 kN,14.6,kN,14.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-006,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,右側壁高欄,PU15,142.1 kN,142.1,kN,142.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-007,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,右側遮音壁,PU15,30.1 kN,30.1,kN,30.1,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-008,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,左側壁高欄,PU15,88.0 kN,88.0,kN,88.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-009,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,左側遮音壁,PU15,18.6 kN,18.6,kN,18.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-010,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,床版打下し,PU15,97.0 kN,97.0,kN,97.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-011,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,桁端部,PU15,81.0 kN,81.0,kN,81.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-012,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,巻き立てコン,PU15,430.0 kN,430.0,kN,430.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-013,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,ノーズ地覆,PU15,70.0 kN,70.0,kN,70.0,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-014,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,ノーズ床版拡幅,PU15,27.7 kN,27.7,kN,27.7,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-015,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,ノーズ床版打下し,PU15,55.6 kN,55.6,kN,55.6,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
CAL-TBL-P00222-016,222,217,CAL-CH3,CAL-SEC-3.1.8,鉛直方向死荷重反力,荷重種別/PU15/PR1/PR2/AR2/合計,合計,PU15,2405.8 kN,2405.8,kN,2405.8,kN,ANALYSIS_RESULT,calc_pdf_p222,HIGH,UNVERIFIED
