handoff_id,priority,topic,verification_question,required_source_type,historical_or_target,manual_id,pdf_page,feature_id,expected_output,blocking_for_apollo_design,notes
H5A-0013,P1,bridge_basic_conditions:適用規模_主桁本数_鋼床版,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-013,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0014,P0,bridge_basic_conditions:適用規模_主桁本数_鋼床版,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-013,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0015,P1,bridge_basic_conditions:適用規模_横断線数,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-014,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0016,P0,bridge_basic_conditions:適用規模_横断線数,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-014,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0017,P1,bridge_basic_conditions:適用規模_格点数_RC鈑桁,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-015,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0018,P0,bridge_basic_conditions:適用規模_格点数_RC鈑桁,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,22,F4-P1-015,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0019,P1,bridge_basic_conditions:単位系ヘルプ記載,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,27,F4-P1-020,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0020,P0,bridge_basic_conditions:単位系ヘルプ記載,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-021,27,F4-P1-020,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0021,P1,bridge_basic_conditions:適用規模_主桁本数,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,22,F4-P1-044,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0022,P0,bridge_basic_conditions:適用規模_主桁本数,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,22,F4-P1-044,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0023,P1,bridge_basic_conditions:適用規模_横断線数,主桁本数上限等のソフト制限はAPOLLO仕様として記録する。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,22,F4-P1-045,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0024,P0,bridge_basic_conditions:適用規模_横断線数,実橋の主桁本数・支間はプロジェクト決定。Phase1対象（4〜6本等）は調査スコープであり基準が一意決定する値ではない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,22,F4-P1-045,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0025,P1,bearing:支承条件データ,支承条件の入力値（固定/可動等）は工事条件として設計者が与える。基準は制約を与えても一意には定めない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,12,F4-P1-047,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0026,P1,bearing:支承条件データ,支承条件の入力値（固定/可動等）は工事条件として設計者が与える。基準は制約を与えても一意には定めない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,20,F4-P1-048,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0027,P1,bearing:支承線作成,支承条件の入力値（固定/可動等）は工事条件として設計者が与える。基準は制約を与えても一意には定めない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,13,F4-P1-049,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0028,P1,bearing:支承線作成,支承条件の入力値（固定/可動等）は工事条件として設計者が与える。基準は制約を与えても一意には定めない。,APOLLO_MANUAL_ONLY,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-003,13,F4-P1-050,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0029,P1,standard_section:単位重量・物理定数データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,7,F4-P1-051,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0030,P1,standard_section:単位重量・物理定数データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,7,F4-P1-051,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0031,P1,standard_section:使用材料データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,7,F4-P1-052,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0032,P1,standard_section:使用材料データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,7,F4-P1-052,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0033,P1,standard_section:許容応力度データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,8,F4-P1-053,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0034,P1,standard_section:許容応力度データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,8,F4-P1-053,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0035,P1,standard_section:主桁全体データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,22,F4-P1-054,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0036,P1,standard_section:主桁全体データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,22,F4-P1-054,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0037,P1,standard_section:主桁桁高データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,23,F4-P1-055,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0038,P1,standard_section:主桁桁高データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,23,F4-P1-055,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0039,P1,standard_section:主桁桁高データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,23,F4-P1-056,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0040,P1,standard_section:主桁桁高データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,23,F4-P1-056,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0041,P1,standard_section:主桁断面データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,25,F4-P1-057,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0042,P1,standard_section:主桁断面データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,25,F4-P1-057,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0043,P1,standard_section:主桁断面データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,25,F4-P1-058,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0044,P1,standard_section:主桁断面データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,25,F4-P1-058,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0045,P1,standard_section:補剛材データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-059,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0046,P1,standard_section:補剛材データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-059,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0047,P1,standard_section:補剛材データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-060,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0048,P1,standard_section:補剛材データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-060,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0049,P1,standard_section:補剛材データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-061,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0050,P1,standard_section:補剛材データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,26,F4-P1-061,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0051,P1,standard_section:床組データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,27,F4-P1-062,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0052,P1,standard_section:床組データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,27,F4-P1-062,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0053,P1,standard_section:部材名称データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,11,F4-P1-063,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0054,P1,standard_section:部材名称データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,11,F4-P1-063,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0055,P1,standard_section:床組データ,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,27,F4-P1-068,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0056,P1,standard_section:床組データ,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,RBS_STEEL,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-005,27,F4-P1-068,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0057,P0,slab_thickness:床版厚の指定,RC床版/ハンチ「床版厚の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,4,F4-P2-001,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0058,P1,slab_thickness:床版厚の指定,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,4,F4-P2-001,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0059,P0,haunch:ハンチ高の設定,RC床版/ハンチ「ハンチ高の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,4,F4-P2-002,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0060,P1,haunch:ハンチ高の設定,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,4,F4-P2-002,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0061,P0,haunch:単位系指定,RC床版/ハンチ「単位系指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,5,F4-P2-003,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0062,P1,haunch:単位系指定,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,5,F4-P2-003,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0063,P0,haunch_geometry:ハンチ形状の設定,RC床版/ハンチ「ハンチ形状の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,5,F4-P2-004,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0064,P1,haunch_geometry:ハンチ形状の設定,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,5,F4-P2-004,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0065,P0,haunch_calculation:ハンチ計算結果の設計情報への反映,RC床版/ハンチ「ハンチ計算結果の設計情報への反映」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,6,F4-P2-005,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0066,P1,haunch_calculation:ハンチ計算結果の設計情報への反映,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-004,6,F4-P2-005,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
H5A-0067,P0,rc_slab:床版照査位置決定,RC床版/ハンチ「床版照査位置決定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,RBS_CONCRETE,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-006,4,F4-P2-006,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,YES,Do not copy APOLLO OCR full text
H5A-0068,P1,rc_slab:床版照査位置決定,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,DESIGN_DATA_BOOK,HISTORICAL_BASELINE_UNKNOWN_EDITION; TARGET_STANDARD_NOT_SELECTED,MAN-006,4,F4-P2-006,条文・表・適用条件の所在メモ（適合判定・数値転記はしない）,NO,Do not copy APOLLO OCR full text
