element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CAL-P00698-CAL-SEC-3.3.4-001,698,693,CAL-CH3,CAL-SEC-3.3.4,table,中間横桁全グループ(73)断面照査結果一覧,CAL-P00698,TEXT_EXTRACTED,MEDIUM,All group section check results
CAL-P00704-CAL-SEC-3.3.5-001,704,699,CAL-CH3,CAL-SEC-3.3.5,subsection_header,3.3.5 端支点上横桁の設計 代表CR1-001(端支点S1側),CAL-P00704,TEXT_EXTRACTED,HIGH,End pier cross beam design representative CR1-001
CAL-P00704-CAL-SEC-3.3.5-002,704,699,CAL-CH3,CAL-SEC-3.3.5,figure,端支点上横桁断面図+荷重載荷図,CAL-P00704,TEXT_EXTRACTED,MEDIUM,End pier cross beam section and load diagram
CAL-P00705-CAL-SEC-3.3.5-001,705,700,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 荷重組合せ表/曲率付加軸力/CAL-P00705,TEXT_EXTRACTED,MEDIUM,End pier load combinations
CAL-P00707-CAL-SEC-3.3.5-001,707,702,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 CR1-001/CR1-027断面力,CAL-P00707,TEXT_EXTRACTED,MEDIUM,End pier section forces
CAL-P00710-CAL-SEC-3.3.5-001,710,705,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 設計断面力 M/S/N,CAL-P00710,TEXT_EXTRACTED,MEDIUM,End pier design forces
CAL-P00711-CAL-SEC-3.3.5-001,711,706,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 断面諸元/曲げ/軸力+曲げ/せん断照査,CAL-P00711,TEXT_EXTRACTED,MEDIUM,End pier section checks
CAL-P00714-CAL-SEC-3.3.5-001,714,709,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 継手ボルト計算,CAL-P00714,TEXT_EXTRACTED,MEDIUM,End pier joint bolt calc
CAL-P00720-CAL-SEC-3.3.5-001,720,715,CAL-CH3,CAL-SEC-3.3.5,table,端支点上横桁 全73区分断面照査結果,CAL-P00720,TEXT_EXTRACTED,MEDIUM,End pier all groups section checks
CAL-P00735-CAL-SEC-3.3.6-001,735,730,CAL-CH3,CAL-SEC-3.3.6,subsection_header,3.3.6 中間支点上横桁の設計 代表CR1-009(中間支点PR1側),CAL-P00735,TEXT_EXTRACTED,HIGH,Intermediate pier cross beam design
CAL-P00735-CAL-SEC-3.3.6-002,735,730,CAL-CH3,CAL-SEC-3.3.6,figure,中間支点上横桁断面図+荷重載荷図,CAL-P00735,TEXT_EXTRACTED,MEDIUM,Intermediate pier cross beam section
CAL-P00736-CAL-SEC-3.3.6-001,736,731,CAL-CH3,CAL-SEC-3.3.6,table,中間支点上横桁 荷重組合せ表,CAL-P00736,TEXT_EXTRACTED,MEDIUM,Intermediate pier load combinations
CAL-P00738-CAL-SEC-3.3.6-001,738,733,CAL-CH3,CAL-SEC-3.3.6,table,中間支点上横桁 CR1-009/CR1-019断面力,CAL-P00738,TEXT_EXTRACTED,MEDIUM,Intermediate pier section forces
CAL-P00741-CAL-SEC-3.3.6-001,741,736,CAL-CH3,CAL-SEC-3.3.6,table,中間支点上横桁 断面諸元/曲げ/軸力+曲げ照査,CAL-P00741,TEXT_EXTRACTED,MEDIUM,Intermediate pier section checks
CAL-P00744-CAL-SEC-3.3.6-001,744,739,CAL-CH3,CAL-SEC-3.3.6,table,中間支点上横桁 継手ボルト計算,CAL-P00744,TEXT_EXTRACTED,MEDIUM,Intermediate pier bolt joint
CAL-P00757-CAL-SEC-3.3.6-001,757,752,CAL-CH3,CAL-SEC-3.3.6,table,中間支点上横桁 全24区分断面照査結果,CAL-P00757,TEXT_EXTRACTED,MEDIUM,Intermediate pier all groups results
CAL-P00762-CAL-SEC-3.3.7-001,762,757,CAL-CH3,CAL-SEC-3.3.7,subsection_header,3.3.7 横桁補剛材の計算 道示II13.4垂直/水平補剛材,CAL-P00762,TEXT_EXTRACTED,HIGH,Cross beam stiffener calculation per Doshin II 13.4
CAL-P00763-CAL-SEC-3.3.7-001,763,758,CAL-CH3,CAL-SEC-3.3.7,table,横桁補剛材断面照査一覧,CAL-P00763,TEXT_EXTRACTED,MEDIUM,Stiffener check table
CAL-P00764-CAL-SEC-3.3.7-001,764,759,CAL-CH3,CAL-SEC-3.3.7,table,横桁補剛材断面照査一覧(最終),CAL-P00764,TEXT_EXTRACTED,MEDIUM,Stiffener check final
