RET-016,F4-P1-044,NONE,RETURN_TO_APOLLO,MAN-003,22,適用範囲表,NONE,「RC鈑桁：15」,上限15本,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0021; handoff=H5A-0021; linked via stage5a handoff
RET-017,F4-P1-044,NONE,RETURN_TO_APOLLO,MAN-003,22,適用範囲表,NONE,「RC鈑桁：15」,上限15本,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0022; handoff=H5A-0022; linked via stage5a handoff
RET-018,F4-P1-045,NONE,RETURN_TO_APOLLO,MAN-003,22,適用範囲表,NONE,「横断線数 120」,上限120,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0023; handoff=H5A-0023; linked via stage5a handoff
RET-019,F4-P1-045,NONE,RETURN_TO_APOLLO,MAN-003,22,適用範囲表,NONE,「横断線数 120」,上限120,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0024; handoff=H5A-0024; linked via stage5a handoff
RET-020,F4-P1-047,NONE,RETURN_TO_APOLLO,MAN-005,12,支承条件画面,NONE,「支点条件につきましてはチェックリストのみ反映されます設計としては入力値を使用しておりません入力項目は変更せずOKで作業を進めて頂いて問題御座いません」,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0025; handoff=H5A-0025; linked via stage5a handoff
RET-021,F4-P1-048,NONE,RETURN_TO_APOLLO,MAN-005,20,支点沈下バネ画面,NONE,「なし支点沈下を考慮支点バネを考慮を選択し各対応タグのデータをご入力下さい」,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0026; handoff=H5A-0026; linked via stage5a handoff
RET-022,F4-P1-049,NONE,RETURN_TO_APOLLO,MAN-003,13,桁端・支承線作成画面,NONE,「桁端線と支承線の名前と距離の設定を行って下さい描画をクリックしますと画面上に表示されますのでご確認後OKをクリックして下さい」,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0027; handoff=H5A-0027; linked via stage5a handoff
RET-023,F4-P1-050,NONE,RETURN_TO_APOLLO,MAN-003,13,桁端・支承線作成画面,NONE,「描画をクリックしますと画面上に表示されますのでご確認後OKをクリックして下さい」,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0028; handoff=H5A-0028; linked via stage5a handoff
RET-024,F4-P4-030,NONE,RETURN_TO_APOLLO,MAN-005,12,3.4支承条件データ,NONE,支点条件はチェックリストのみ反映、設計としては入力値を使用していない,自動設定,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0214; handoff=H5A-0214; linked via stage5a handoff
RET-025,F4-P5-001,NONE,RETURN_TO_APOLLO,MAN-007,4,第6章 格子解析,NONE,「解析データ作成」: 自動設計のデータより APOLLO Analyzer 入力データを自動生成,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0218; handoff=H5A-0218; linked via stage5a handoff
RET-026,F4-P5-002,NONE,RETURN_TO_APOLLO,MAN-007,4,2.1 主桁仮定剛度,NONE,剛度入力方法を選択し、各パネル毎の仮定剛度を指定して下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0220; handoff=H5A-0220; linked via stage5a handoff
RET-027,F4-P5-003,NONE,RETURN_TO_APOLLO,MAN-007,5,2.2 横桁・対傾構仮定剛度,NONE,剛度入力方法を選択し、各横桁毎の仮定剛度を指定して下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0222; handoff=H5A-0222; linked via stage5a handoff
RET-028,F4-P5-004,NONE,RETURN_TO_APOLLO,MAN-007,5,2.3 仮定鋼重,NONE,仮定鋼重を指定して下さい。（実鋼重とは、コントロール画面「鋼重計算」にて算出した概算値となっています。）,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0224; handoff=H5A-0224; linked via stage5a handoff
RET-029,F4-P5-005,NONE,RETURN_TO_APOLLO,MAN-007,6,2.4 Analyzer骨組み任意指定,NONE,"Analyzer 荷重載荷位置データの出力方法 にて、◎x,y,z 座標で指定＋骨組み任意指定 を選択する事により、任意骨組みの解析データが作成可能です",NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0226; handoff=H5A-0226; linked via stage5a handoff
RET-030,F4-P5-006,NONE,RETURN_TO_APOLLO,MAN-007,6,2.4.1 節点変更,NONE,格子節点の変更、追加、削除が可能です。格子解析にて使用されている節点番号を NAME に指定し、条件を指定して下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0228; handoff=H5A-0228; linked via stage5a handoff
RET-031,F4-P5-007,NONE,RETURN_TO_APOLLO,MAN-007,7,2.4.2 要素変更,NONE,格子要素の変更、追加、削除が可能です。格子解析にて使用されている要素番号を NAME に指定し、条件を指定して下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0230; handoff=H5A-0230; linked via stage5a handoff
RET-032,F4-P5-008,NONE,RETURN_TO_APOLLO,MAN-007,7,2.4.3 支点変更,NONE,格子支点の変更、追加、削除が可能です。格子解析にて使用されている支点番号を NAME に指定し、条件を指定して下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0232; handoff=H5A-0232; linked via stage5a handoff
RET-033,F4-P5-014,NONE,RETURN_TO_APOLLO,MAN-007,7,2.5 計算書出力,NONE,「計算＆出力」―「解析データ作成＆計算書作成」にて、格子解析条件を出力出来ます。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0234; handoff=H5A-0234; linked via stage5a handoff
RET-034,F4-P5-022,NONE,RETURN_TO_APOLLO,MAN-005,16,4.2 ハンチ・中分 データ,NONE,ハンチプログラムにて算出されたハンチ重量がデフォルトとして、データがセットされており、修正も可能となっています。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0243; handoff=H5A-0243; linked via stage5a handoff
RET-035,F4-P5-027,NONE,RETURN_TO_APOLLO,MAN-002,8,2.1.2 実行ボタンについて,NONE,格子解析: 解析データ作成、構造解析、断面力変換、荷重強度図、格子結果出力,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0247; handoff=H5A-0247; linked via stage5a handoff
RET-036,F4-P5-028,NONE,RETURN_TO_APOLLO,MAN-002,8,2.1.2 実行ボタンについて,NONE,解析データ作成 ：構造解析データ（Analyzer データ）を作成します。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0249; handoff=H5A-0249; linked via stage5a handoff
RET-037,F4-P5-032,NONE,RETURN_TO_APOLLO,MAN-005,22,5.1.1 設計条件,NONE,有効モーメントの最小量とは、不等径間等により微少な負曲げモーメントが支間中央に存在する場合等に、強制的(設計者様のご判断により)微少断面力を無視したい場合に、最小量をご入力下さい。,NONE,NO,RESOLVED_SOFTWARE_SPECIFIC,SOFTWARE_SPECIFIC,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0252; handoff=H5A-0252; linked via stage5a handoff
RET-038,F4-P5-039,NONE,RETURN_TO_APOLLO,MULTI,NONE,NONE,NONE,PENDING_MIMO_OR_MISSING,NONE,NO,INSUFFICIENT_APOLLO_EVIDENCE,UNKNOWN,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0257; handoff=H5A-0257; linked via stage5a handoff
RET-039,F4-P5-040,NONE,RETURN_TO_APOLLO,MULTI,NONE,NONE,NONE,PENDING_MIMO_OR_MISSING,NONE,NO,INSUFFICIENT_APOLLO_EVIDENCE,UNKNOWN,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0259; handoff=H5A-0259; linked via stage5a handoff
RET-040,F4-P5-041,NONE,RETURN_TO_APOLLO,MULTI,NONE,NONE,NONE,PENDING_MIMO_OR_MISSING,NONE,NO,INSUFFICIENT_APOLLO_EVIDENCE,UNKNOWN,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0261; handoff=H5A-0261; linked via stage5a handoff
RET-041,F4-P5-042,NONE,RETURN_TO_APOLLO,MULTI,NONE,NONE,NONE,PENDING_MIMO_OR_MISSING,NONE,NO,INSUFFICIENT_APOLLO_EVIDENCE,UNKNOWN,NONE,NO,REVIEWED,backlog=BL-APOLLO-H5A-0263; handoff=H5A-0263; linked via stage5a handoff
