asset_id,file_name,normalized_title,relative_source_path,source_root,extension,file_size_bytes,sha256,page_count,document_type,publisher_or_author,publication_or_project_date,project_name,edition_or_revision,text_layer_status,toc_status,ocr_required,road_relation,bridge_relation,liner_relation,spacer_relation,apollo_relation,rule_engine_relation,priority,duplicate_group_id,version_family_id,review_status,notes
DOC-X0-0019,13_scope_progression_by_source_availability.md,13_scope_progression_by_source_availability.md,Scope_of_Work/step10_curved_bridge/phase0_pre_required_source_survey/13_scope_progression_by_source_availability.md,SR-05,.md,5815,d27d1a60fedf55f5708d37142717b5d252a583b99b7149ada2e7cccb7d254677,,RESEARCH_OUTPUT,,2026-08,曲線橋ソース調査,,,N/A,N/A,FUTURE,DIRECT,FUTURE,FUTURE,DIRECT,SUPPORTING,P2,,,PENDING,Scope_of_Work（曲線橋含むソース調査）の成果物。
DOC-X0-0020,14_phase0_handoff.md,14_phase0_handoff.md,Scope_of_Work/step10_curved_bridge/phase0_pre_required_source_survey/14_phase0_handoff.md,SR-05,.md,3852,08fbe5f36c2c4c2545e89886ea4b6aa1b9b138b9d9a50c73aca973d08054b7b7,,RESEARCH_OUTPUT,,2026-08,曲線橋ソース調査,,,N/A,N/A,FUTURE,DIRECT,FUTURE,FUTURE,DIRECT,SUPPORTING,P2,,,PENDING,Scope_of_Work（曲線橋含むソース調査）の成果物。
DOC-X0-0021,README.md,README.md,Scope_of_Work/step10_curved_bridge/phase0_pre_required_source_survey/README.md,SR-05,.md,2651,674aa4cfbcd5d6c9a3a841d55aa50c2f0ce04e7dd881d8a272e27affa257706e,,RESEARCH_OUTPUT,,2026-08,曲線橋ソース調査,,,N/A,N/A,FUTURE,DIRECT,FUTURE,FUTURE,DIRECT,SUPPORTING,P2,,,PENDING,Scope_of_Work（曲線橋含むソース調査）の成果物。
DOC-X0-0022,completion_report.md,completion_report.md,Scope_of_Work/step10_curved_bridge/phase0_pre_required_source_survey/completion_report.md,SR-05,.md,7005,7b47b8df6c84adadd4a27fba44af0a62c6624973ff342f484bd1552330b4ed6c,,RESEARCH_OUTPUT,,2026-08,曲線橋ソース調査,,,N/A,N/A,FUTURE,DIRECT,FUTURE,FUTURE,DIRECT,SUPPORTING,P2,,,PENDING,Scope_of_Work（曲線橋含むソース調査）の成果物。
DOC-X0-0023,README.md,README.md,liner-future-research/README.md,SR-02,.md,2149,5be9f6d094a1d1f8068a8f6fe4d9341b392b945c3bacb7fa966d1badecf7d40f,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0024,evidence_register.csv,evidence_register.csv,liner-future-research/evidence_register.csv,SR-02,.csv,1762,72e54afaa08bf2960f02f7bae82d73ea24dbb440cd9aef9a2a2875e339519415,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0025,final_report.txt,final_report.txt,liner-future-research/final_report.txt,SR-02,.txt,7443,84d4620b0e6677cb68654bd539d2127381307ab0de4eb6d5b8adeacba365dde2,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0026,integration-preflight-report.md,integration-preflight-report.md,liner-future-research/integration-preflight-report.md,SR-02,.md,1959,b18ecb5415fcc111fce1ab0e6620cf55c6989edd16a788452f6bc2b204f51d4d,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0027,open_questions.md,open_questions.md,liner-future-research/open_questions.md,SR-02,.md,1746,940348e656e8ff0096809f7b97598485fa3674e0ed1b9b04e835f94c5bbaae99,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0028,r1-p00_final_report.txt,r1-p00_final_report.txt,liner-future-research/r1-p00_final_report.txt,SR-02,.txt,8031,fa671c21e6c573f1a85da3a257da52843fdd1f952e6de1190585ed61385d83e1,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0029,r1-p01_final_report.txt,r1-p01_final_report.txt,liner-future-research/r1-p01_final_report.txt,SR-02,.txt,7220,4a7d38bd73c1bfde285676a7ea73661081c18b17464f73a82575d49ff61a4b05,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0030,r1-p02_final_report.txt,r1-p02_final_report.txt,liner-future-research/r1-p02_final_report.txt,SR-02,.txt,7165,5dcc97dcdf744a0efdb417bbe26d658ce61c71ac8c6342dae288ce550f6f53ed,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0031,source_manifest.csv,source_manifest.csv,liner-future-research/source_manifest.csv,SR-02,.csv,3530,5e7a852bfad4b362283435a06f1203c944c756e3b468de7493c8f2577a61eecb,,RESEARCH_OUTPUT,,2026-08,LINER R1調査,,,N/A,N/A,FUTURE,FUTURE,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P2,,,PENDING,LINER R1関連の調査成果物（final_report/source_manifest等）。
DOC-X0-0032,001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,サンプル_LINER計算書_高架橋（入力結果・出力結果）,liner-future-research/sources/design_examples/001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,SR-02,.pdf,524395,29d3e3a6957fe3c6dde4436fa27851df7fbf6002bb7c6bad642915ebedf2d505,84,SAMPLE_DATA,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P0,DG-1,,PENDING,LINERの計算書サンプル（高架橋）。入力→出力の流れの参照。
DOC-X0-0033,鋼鈑桁橋_図面例.pdf,鋼鈑桁橋_図面例,liner-future-research/sources/design_examples/鋼鈑桁橋_図面例.pdf,SR-02,.pdf,6738734,77718e39bfb016c8a7827c4ead8c7666a256f6cb03083b423ac9793fdf3f5de8,143,BRIDGE_DRAWING,<9044936389EB8F74>,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P1,DG-5,,PENDING,鋼鈑桁橋の図面例（143頁）。
DOC-X0-0034,鋼鈑桁橋_設計計算例.pdf,鋼鈑桁橋_設計計算例,liner-future-research/sources/design_examples/鋼鈑桁橋_設計計算例.pdf,SR-02,.pdf,9724552,da6ab701d18f805b63a262aebb19acb8294dd81a4baec4cc57a46e1abef75d8f,2226,BRIDGE_CALCULATION,<9044936389EB8F74>,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P1,DG-6,,PENDING,鋼鈑桁橋の設計計算例（2226頁）。上部工計算の参照。
DOC-X0-0035,JIP-LINER_マニュアル.pdf,JIP-LINER マニュアル,liner-future-research/sources/manuals/JIP-LINER_マニュアル.pdf,SR-02,.pdf,3742659,a0341e48b4e3d1dc52c04af908e676990d1cf1a12595e412eb9eafc5a1dab29c,183,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P0,DG-2,,PENDING,JIP-LINER本体の操作マニュアル。LINER機能の正本。
DOC-X0-0036,001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,サンプル_LINER計算書_高架橋（入力結果・出力結果）,liner-future-research/sources/repository/001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,SR-02,.pdf,524395,29d3e3a6957fe3c6dde4436fa27851df7fbf6002bb7c6bad642915ebedf2d505,84,SAMPLE_DATA,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P0,DG-1,,PENDING,LINERの計算書サンプル（高架橋）。入力→出力の流れの参照。
DOC-X0-0037,level2-type2.csv,level2-type2（レベル2地震動設計データ）.csv,liner-future-research/sources/repository/level2-type2.csv,SR-02,.csv,391427,1f90b527b041119f51dd5359cd5cc447e0fc39898b9fae83862c2b58e4627eab,,SOFTWARE_DATA,,,,,,N/A,N/A,NONE,SUPPORTING,SUPPORTING,SUPPORTING,SUPPORTING,FUTURE,P1,DG-7,VF-2,PENDING,レベル2地震動（type2）の設計データ。XLS/CSVで同一データ。
DOC-X0-0038,level2-type2.xls,level2-type2（レベル2地震動設計データ）.xls,liner-future-research/sources/repository/level2-type2.xls,SR-02,.xls,834560,5949b98b1ab59d525342aab8b3d65fed25db218bb22b4e26bf8b64ab1bdba220,,SOFTWARE_DATA,,,,,,N/A,N/A,NONE,SUPPORTING,SUPPORTING,SUPPORTING,SUPPORTING,FUTURE,P1,DG-3,VF-2,PENDING,レベル2地震動（type2）の設計データ。XLS/CSVで同一データ。
DOC-X0-0039,JIP-LINER_マニュアル.pdf,JIP-LINER マニュアル,liner-future-research/sources/repository/マニュアル/JIP-LINER_マニュアル.pdf,SR-02,.pdf,3742659,a0341e48b4e3d1dc52c04af908e676990d1cf1a12595e412eb9eafc5a1dab29c,183,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,SUPPORTING,P0,DG-2,,PENDING,JIP-LINER本体の操作マニュアル。LINER機能の正本。
DOC-X0-0040,SPACER操作マニュアル.pdf,SPACER 操作マニュアル,liner-future-research/sources/repository/マニュアル/SPACER操作マニュアル.pdf,SR-02,.pdf,2229905,e08681a290904c13c702ed864e0753d85e5c43201a5881c48766c0417aa7d012,199,SOFTWARE_MANUAL,,,,,YES,UNKNOWN,NO,SUPPORTING,SUPPORTING,SUPPORTING,DIRECT,NONE,FUTURE,P1,DG-4,,PENDING,SPACER操作マニュアル。
DOC-X0-0041,001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,サンプル_LINER計算書_高架橋（入力結果・出力結果）,spacer-clone-liner-r1-planning/001_サンプル_LINER計算書_高架橋_入力結果_出力結果.PDF,SR-03,.pdf,524395,29d3e3a6957fe3c6dde4436fa27851df7fbf6002bb7c6bad642915ebedf2d505,84,SAMPLE_DATA,,,,,YES,UNKNOWN,NO,SUPPORTING,DIRECT,DIRECT,SUPPORTING,SUPPORTING,DIRECT,P0,DG-1,,PENDING,LINERの計算書サンプル（高架橋）。入力→出力の流れの参照。
DOC-X0-0042,BODY_RESEARCH_PRIORITY.md,BODY_RESEARCH_PRIORITY,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/BODY_RESEARCH_PRIORITY.md,SR-03,.md,4009,b1cf9cb8c70b0285ed7dd188e7cb989c771cf7567749727b008586b0f0267c33,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0043,FINAL_REPORT.md,FINAL_REPORT,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/FINAL_REPORT.md,SR-03,.md,9708,3700f83ab72fdbfdd7b60fb79de3bbf70b6b12a0cdf257512feceae3bf9031dc,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0044,NEXT_PHASE_PLAN.md,NEXT_PHASE_PLAN,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/NEXT_PHASE_PLAN.md,SR-03,.md,5334,bd22207699c4558e2db5f500a088456c2ef6319aa10f09ada57aeb4d0515a1e8,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0045,README.md,README,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/README.md,SR-03,.md,3295,3fed19856a112a2652c00056ce17898a3bc16fb0454c163325e23b3d7285cfb0,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0046,ROAD_PROJECT_MAPPING.md,ROAD_PROJECT_MAPPING,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/ROAD_PROJECT_MAPPING.md,SR-03,.md,5828,d54f6993c96735245fd8cb94cd258afda7889d0065f45f2399e29d7f596541e5,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0047,RULE_ENGINE_CANDIDATES.csv,RULE_ENGINE_CANDIDATES.csv,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/RULE_ENGINE_CANDIDATES.csv,SR-03,.csv,6668,a18d3fddf1354c17783ee2824c439572f44147f4cca7e557a3472522945af312,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0048,SOFTWARE_RELEVANCE_MATRIX.csv,SOFTWARE_RELEVANCE_MATRIX.csv,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/SOFTWARE_RELEVANCE_MATRIX.csv,SR-03,.csv,50538,487e3473b01749cb2264a63c018a650d01d40fb6c7d66c1ab50fe683f8506be9,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0049,SOURCE_INFO.md,SOURCE_INFO,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/SOURCE_INFO.md,SR-03,.md,2604,fff97fcf06bd1552218a8f1aecd95546c2dbbeb636c6e21cff8f647b8a6be987,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0050,TOC_INDEX.csv,TOC_INDEX.csv,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/TOC_INDEX.csv,SR-03,.csv,47947,e4520684d776c5a19fd6f11fbb4908a49e0d1bce1b66eed3233a642ed8291941,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0051,TOC_NORMALIZED.md,TOC_NORMALIZED,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/TOC_NORMALIZED.md,SR-03,.md,15265,38647e612847ebb81835b17e9c810cca9440d60a2d7d15b5aad662998b85afb6,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0052,TOC_RAW.txt,TOC_RAW.txt,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/TOC_RAW.txt,SR-03,.txt,15436,bf25a2f3b7fffc8cdff77dd7e66a6dadee2bb82f6884cc525c3960d1f13870de,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0053,TOC_TREE.md,TOC_TREE,spacer-clone-liner-r1-planning/docs/liner/research/road-structure-ordinance/TOC_TREE.md,SR-03,.md,17587,cfcfee2ab49aed0dea9042f10669fb97da887b985aa83bcf4ecba5bdb5c942dd,,RESEARCH_OUTPUT,,2026-08-07,道路構造令 目次調査,,,N/A,N/A,DIRECT,SUPPORTING,DIRECT,NONE,NONE,DIRECT,P1,,,PENDING,前フェーズ（目次リバースエンジニアリング）の成果物。X1の入力。
DOC-X0-0054,level2-type2.csv,level2-type2（レベル2地震動設計データ）.csv,spacer-clone-liner-r1-planning/level2-type2.csv,SR-03,.csv,391427,1f90b527b041119f51dd5359cd5cc447e0fc39898b9fae83862c2b58e4627eab,,SOFTWARE_DATA,,,,,,N/A,N/A,NONE,SUPPORTING,SUPPORTING,SUPPORTING,SUPPORTING,FUTURE,P1,DG-7,VF-2,PENDING,レベル2地震動（type2）の設計データ。XLS/CSVで同一データ。
DOC-X0-0055,level2-type2.xls,level2-type2（レベル2地震動設計データ）.xls,spacer-clone-liner-r1-planning/level2-type2.xls,SR-03,.xls,834560,5949b98b1ab59d525342aab8b3d65fed25db218bb22b4e26bf8b64ab1bdba220,,SOFTWARE_DATA,,,,,,N/A,N/A,NONE,SUPPORTING,SUPPORTING,SUPPORTING,SUPPORTING,FUTURE,P1,DG-3,VF-2,PENDING,レベル2地震動（type2）の設計データ。XLS/CSVで同一データ。
