candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
AN-011,ENT-SUPPORT-PR2,analysis,reaction.PR2_AG1_rlmin,reaction,-161.4,kN,-161.4,kN,NOR-003,CAL-VAL-P00223-015,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Live load RL min PR2-AG1. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-012,ENT-SUPPORT-AR2,analysis,reaction.AR2_AG1_rlmin,reaction,-134.1,kN,-134.1,kN,NOR-003,CAL-VAL-P00223-016,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Live load RL min AR2-AG1. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-013,ENT-SUPPORT-PU15,analysis,reaction.PU15_AG1_total_max,reaction,2187.6,kN,2187.6,kN,NOR-003,CAL-VAL-P00223-017,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Total (combination considered) max PU15-AG1. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-014,ENT-SUPPORT-PU15,analysis,reaction.PU15_AG1_total_min,reaction,1105.4,kN,1105.4,kN,NOR-003,CAL-VAL-P00223-018,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Total (combination considered) min PU15-AG1. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-015,ENT-SUPPORT-PU15,analysis,reaction.PU15_AG2_rd,reaction,1200.7,kN,1200.7,kN,NOR-003,CAL-VAL-P00223-002,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction Rd PU15-AG2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-016,ENT-SUPPORT-PR1,analysis,reaction.PR1_AG2_rd,reaction,3306.6,kN,3306.6,kN,NOR-003,CAL-VAL-P00223-004,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction Rd PR1-AG2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-017,ENT-SUPPORT-PR2,analysis,reaction.PR2_AG2_rd,reaction,3272.9,kN,3272.9,kN,NOR-003,CAL-VAL-P00223-006,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction Rd PR2-AG2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-018,ENT-SUPPORT-AR2,analysis,reaction.AR2_AG2_rd,reaction,1081.3,kN,1081.3,kN,NOR-003,CAL-VAL-P00223-008,calc_pdf_p223,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction Rd AR2-AG2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-019,ENT-SUPPORT-PU15,analysis,reaction.PU15_total,reaction,2405.8,kN,2405.8,kN,NOR-003,CAL-VAL-P00222-002,calc_pdf_p222,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction total PU15. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-020,ENT-SUPPORT-PR1,analysis,reaction.PR1_total,reaction,6632.2,kN,6632.2,kN,NOR-003,CAL-VAL-P00222-003,calc_pdf_p222,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction total PR1. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-021,ENT-SUPPORT-PR2,analysis,reaction.PR2_total,reaction,6614.5,kN,6614.5,kN,NOR-003,CAL-VAL-P00222-004,calc_pdf_p222,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction total PR2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-022,ENT-SUPPORT-AR2,analysis,reaction.AR2_total,reaction,2303.2,kN,2303.2,kN,NOR-003,CAL-VAL-P00222-005,calc_pdf_p222,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction total AR2. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-023,ENT-LINE-ACL,analysis,reaction.ALL_Wd,reaction,17955.7,kN,17955.7,kN,NOR-003,"AR-008,CAL-VAL-P00686-001,CAL-VAL-P00222-001",calc_pdf_p222,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Total dead load reaction Wd (all supports). Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-024,ENT-SUPPORT-PR1,analysis,reaction.PR1_wind,reaction,2159.12,kN,2159.12,kN,NOR-003,"AR-009,CAL-VAL-P00686-005",calc_pdf_p686,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,PR1 wind reaction Rw. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-025,ENT-SUPPORT-PR1,analysis,reaction.PR1_seismic,reaction,1824.37,kN,1824.37,kN,NOR-003,"AR-010,CAL-VAL-P00686-006",calc_pdf_p686,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,PR1 seismic reaction Re. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-026,ENT-SUPPORT-PU15,analysis,reaction.PU15_wind,reaction,738.52,kN,738.52,kN,NOR-003,"AR-011,CAL-VAL-P00686-007",calc_pdf_p686,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,PU15 wind reaction Rw. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-027,ENT-SUPPORT-PU15,analysis,reaction.PU15_seismic,reaction,536.55,kN,536.55,kN,NOR-003,"AR-012,CAL-VAL-P00686-008",calc_pdf_p686,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,PU15 seismic reaction Re. Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-028,ENT-LINE-ACL,analysis,reaction.Wd_check_calc,reaction,17955.87,kN,17955.87,kN,NOR-003,CAL-VAL-P00140-001,calc_pdf_p140,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction check (calculated). Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
AN-029,ENT-LINE-ACL,analysis,reaction.Wd_check_analysis,reaction,17955.68,kN,17955.68,kN,NOR-003,CAL-VAL-P00140-002,calc_pdf_p140,,HIGH,UNVERIFIED,CALC_ONLY,EXCLUDED_ANALYSIS_RESULT,,,,GOLDEN_EXCLUDED,Dead load reaction check (analysis). Comes from grid analysis (Chapter 3.1.8); no recalculation performed. Excluded from Golden input.
