ready_id,feature_id,requirement_id,topic,requirement_summary,source_document_id,source_edition,source_page,evidence_image,applicability,limitation,historical_or_target,target_standard_status,validation_rule_id,implementation_readiness,grok_acceptance,notes
RDY-011,F4-P3-017,REQ-5C-0027,splice_check:添接計算実行方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0015.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0027,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-012,F4-P3-018,REQ-5C-0028,splice_check:設計計算書出力方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0016.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0028,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-013,F4-P3-019,REQ-5C-0029,section_definition:システムの構成,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0017.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0029,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-014,F4-P3-020,REQ-5C-0030,main_girder:主桁の設計（Girder）の機能,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,421,stage5b/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0018.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0030,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-015,F4-P3-021,REQ-5C-0031,section_definition:断面設計（Section）の機能,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0019.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0031,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-016,F4-P3-022,REQ-5C-0032,section_definition:適用断面形状,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0020.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0032,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-017,F4-P3-024,REQ-5C-0034,section_force_assignment:断面力の適用,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,117,stage5b/evidence/DOC-RBS-II_pdfp0117_300dpi-R5B-PKG004-0022.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0034,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-018,F4-P3-026,REQ-5C-0035,splice:添接計算の基本操作,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0023.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0035,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-019,F4-P3-027,REQ-5C-0036,splice_geometry:部材寸法入力,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0024.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0036,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-020,F4-P3-030,REQ-5C-0037,splice_check:適用範囲,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0025.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0037,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-021,F4-P3-031,REQ-5C-0038,splice_check:計算方法の種類,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0026.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0038,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-022,F4-P3-033,REQ-5C-0039,splice_plate:フランジ方式の計算方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0027.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0039,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-023,F4-P3-034,REQ-5C-0040,splice_plate:腹板の計算方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0028.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0040,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-024,F4-P3-035,REQ-5C-0041,splice_plate:フランジ添接板の必要断面積,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,303,stage5b/evidence/DOC-RBS-II_pdfp0303_300dpi-R5B-PKG004-0029.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0041,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-025,F4-P3-037,REQ-5C-0043,girder_material:girder_material,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,92,stage5b/evidence/DOC-RBS-II_pdfp0092_300dpi-R5B-PKG004-0031.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0043,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-026,F4-P3-039,REQ-5C-0045,flange:flange,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,421,stage5b/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0033.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0045,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-027,F4-P3-040,REQ-5C-0046,web:web,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,421,stage5b/evidence/DOC-RBS-II_pdfp0421_300dpi-R5B-PKG004-0034.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0046,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-028,F4-P4-006,REQ-5C-0052,sway_bracing:対傾構設計,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0040.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0052,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-029,F4-P4-007,REQ-5C-0053,sway_bracing:対傾構骨組み寸法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0041.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0053,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-030,F4-P4-008,REQ-5C-0054,sway_bracing:対傾構水平荷重載荷方法,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0042.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0054,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-031,F4-P4-009,REQ-5C-0055,sway_bracing:対傾構断面指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0043.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0055,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-032,F4-P4-010,REQ-5C-0056,lateral_bracing:横構断面指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,433,stage5b/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0044.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0056,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-033,F4-P4-011,REQ-5C-0057,sway_bracing:BuiltUP断面指定,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0045.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0057,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-034,F4-P4-012,REQ-5C-0058,sway_bracing:支点上対傾構横桁形状変更,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0046.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0058,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-035,F4-P4-013,REQ-5C-0059,lateral_bracing:横構骨組み組み方変更,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,433,stage5b/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0047.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0059,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-036,F4-P4-014,REQ-5C-0060,sway_bracing:対傾構斜材溶接向き変更,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0048.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0060,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-037,F4-P4-015,REQ-5C-0061,sway_bracing:対傾構水平荷重受け持ち組数変更,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,431,stage5b/evidence/DOC-RBS-II_pdfp0431_300dpi-R5B-PKG004-0049.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0061,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-038,F4-P4-016,REQ-5C-0062,lateral_bracing:横構配置図作成,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,433,stage5b/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0050.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0062,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-039,F4-P4-017,REQ-5C-0063,lateral_bracing:横構細長比一次部材変更,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,433,stage5b/evidence/DOC-RBS-II_pdfp0433_300dpi-R5B-PKG004-0051.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0063,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-040,F4-P4-018,REQ-5C-0064,support_stiffener:支点上補剛材設計,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0052.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0064,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
RDY-041,F4-P4-019,REQ-5C-0065,support_stiffener:支点上補剛材入力項目,NO_AUTO_NUMERIC_DETERMINATION,DOC-RBS-II,令和7年10月版 Ver.2.00（表紙・奥付確認済み・Target未選定）,427,stage5b/evidence/DOC-RBS-II_pdfp0427_300dpi-R5B-PKG004-0053.png,設計状況・部材種別に応じ適用（所在メモのみ）,数値確定・APOLLO入力値照合・適合判定は対象外,HISTORICAL_BASELINE_UNKNOWN_EDITION;TARGET_STANDARD_NOT_SELECTED,TARGET_STANDARD_NOT_SELECTED,VAL-REQ-5C-0065,SPEC_READY_NOT_IMPLEMENTED,ACCEPTED,READY≠implemented; edition not selected as Target
