golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-DES-0023,design,section_property.ag1.sec-12.lflg,ENT-GIRDER-AG1,680 x 47,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-066,DS-032,calc_pdf_p312,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0024,design,section_property.ag1.sec-13.uflg,ENT-GIRDER-AG1,620 x 27,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-067,DS-033,calc_pdf_p314,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0025,design,section_property.ag1.sec-13.lflg,ENT-GIRDER-AG1,680 x 30,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-068,DS-034,calc_pdf_p314,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0026,design,section_property.ag1.sec-14.uflg,ENT-GIRDER-AG1,620 x 25,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-069,DS-035,calc_pdf_p316,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0027,design,section_property.ag1.sec-14.lflg,ENT-GIRDER-AG1,680 x 22,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-070,DS-036,calc_pdf_p316,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0028,design,section_property.ag1.sec-15.uflg,ENT-GIRDER-AG1,620 x 28,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-071,DS-037,calc_pdf_p318,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0029,design,section_property.ag1.sec-16.uflg,ENT-GIRDER-AG1,620 x 26,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-072,DS-038,calc_pdf_p319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0030,design,section_property.ag1.sec-16.lflg,ENT-GIRDER-AG1,680 x 21,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-073,DS-039,calc_pdf_p319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0031,design,section_property.ag1.sec-17.uflg,ENT-GIRDER-AG1,620 x 26,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-074,DS-040,calc_pdf_p320,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0032,design,section_property.ag1.sec-17.lflg,ENT-GIRDER-AG1,680 x 30,mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_values-075,DS-041,calc_pdf_p320,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Adopted section plate dimension (SM490Y unless noted; Sec-6 LFLG SM520-H).
G-DES-0033,design,section_property.ag2.summary,ENT-GIRDER-AG2,"Sec-1..Sec-17 same flange widths 620/680, web 14mm, varying thickness",mm,,,SECTION_PROPERTY,SRC-calculation_chapter_03_section_3_2_tables-040,DS-042,calc_pdf_p323-349,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; MEDIUM confidence,,,H29_REFERENCE,AG2 sections summarised in table T30 (28 sections); individual AG2 section properties not extracted.
G-DES-0034,design,limit.tension_ls3_tud,ENT-GIRDER-AG1,272,N/mm2,272,N/mm2,stress_limit,"DC-011,CAL-VAL-P01319-016,SRC-calculation_chapter_03_section_3_2_values-017",DS-178,calc_pdf_p1319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Upper flange tension limit sigma_tud (limit state 3, SM490Y)."
G-DES-0035,design,limit.compression_sec3_cud,ENT-GIRDER-AG1,247,N/mm2,247,N/mm2,stress_limit,DC-001,DS-179,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AG1 Sec-3 compression limit sigma_cud (limit state 3).
G-DES-0036,design,limit.compression_sec6_cud,ENT-GIRDER-AG1,250,N/mm2,250,N/mm2,stress_limit,DC-004,DS-180,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AG1 Sec-6 compression limit sigma_cud (limit state 3).
G-DES-0037,design,limit.compression_composite_uflg,ENT-GIRDER-AG1,193,N/mm2,193,N/mm2,stress_limit,"DC-012,CAL-VAL-P01319-017",DS-181,calc_pdf_p1319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite upper-flange compression limit sigma_cud (LS3).
G-DES-0038,design,limit.compression_composite_lflg,ENT-GIRDER-AG1,164,N/mm2,164,N/mm2,stress_limit,CAL-VAL-P01319-019,DS-182,calc_pdf_p1319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite lower-flange compression limit sigma_cud (LS3).
G-DES-0039,design,limit.shear_tud,ENT-GIRDER-AG1,157,N/mm2,157,N/mm2,stress_limit,"DC-005,DC-013,CAL-VAL-P01319-020,SRC-calculation_chapter_03_section_3_2_values-018",DS-183,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Web shear limit tau_ud (limit state 3).
G-DES-0040,design,limit.combined_kappa_limit,ENT-GIRDER-AG1,1.2,,1.2,,LIMIT_VALUE,DC-006,DS-184,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Combined bending+shear kappa limit <= 1.2.
G-DES-0041,design,limit.fatigue_damage_limit,ENT-GIRDER-AG1,1.0,,1.0,,LIMIT_VALUE,DC-007,DS-185,calc_pdf_p852,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Fatigue damage ratio limit D < 1.0.
G-DES-0042,design,limit.bracket_bending_compression,ENT-GIRDER-AG1,144,N/mm2,144,N/mm2,stress_limit,"DC-014,CAL-VAL-P00771-001",DS-186,calc_pdf_p771,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Bracket bending-compression limit sigma_brgd.
G-DES-0043,design,limit.bracket_tension,ENT-GIRDER-AG1,180,N/mm2,180,N/mm2,stress_limit,"DC-015,CAL-VAL-P00771-002",DS-187,calc_pdf_p771,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Bracket tension limit sigma_tud.
G-DES-0044,design,limit.concrete_ck,ENT-GIRDER-AG1,30,N/mm2,30,N/mm2,concrete_strength,"CAL-VAL-P01319-004,CH1-VAL-030",DS-188,calc_pdf_p1319,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Concrete design strength sigma_ck (composite deck / wrapping).
G-DES-0045,design,limit.rubber_max_compressive,ENT-GIRDER-AG1,8.0,N/mm2,8.0,N/mm2,stress_limit,"CH5-TBL-034,CH5-TBL-035,CH5-TBL-036",DS-189,calc_pdf_p2040,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Rubber bearing max compressive stress limit sigma_maxa.
G-DES-0046,design,limit.rubber_shear_strain_g10,ENT-GIRDER-AG1,365,%,365,%,LIMIT_VALUE,CH5-VAL-042,DS-190,calc_pdf_p2039,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,NR rubber local shear strain limit (G10).
G-DES-0047,design,limit.rubber_shear_strain_g12,ENT-GIRDER-AG1,330,%,330,%,LIMIT_VALUE,CH5-VAL-043,DS-191,calc_pdf_p2039,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,NR rubber local shear strain limit (G12).
G-DES-0048,design,limit.rubber_repeated_horizontal,ENT-GIRDER-AG1,70,%,70,%,LIMIT_VALUE,"CH5-TBL-038,CH5-TBL-039,CH5-TBL-040",DS-192,calc_pdf_p2041,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Rubber repeated horizontal displacement shear-strain limit gamma_sa.
G-DES-0049,design,limit.steel_weight_ratio,ENT-GIRDER-AG1,110,%,110,%,LIMIT_VALUE,DC-010,DS-193,calc_pdf_p674,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Assumed vs actual steel weight ratio limit <= 110%.
G-AD-0001,adopted_design,adopted_section.ag1.sec-1.uflg,ENT-GIRDER-AG1,620 x 22,mm,,,SECTION_PROPERTY,"ADV-001,SRC-calculation_chapter_03_section_3_2_values-029",AD-001,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AG1 Sec-1 upper flange.
G-AD-0002,adopted_design,adopted_section.ag1.sec-1.web,ENT-GIRDER-AG1,2537 x 14,mm,,,SECTION_PROPERTY,"ADV-002,SRC-calculation_chapter_03_section_3_2_values-030",AD-002,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AG1 Sec-1 web.
G-AD-0003,adopted_design,adopted_section.ag1.sec-1.lflg,ENT-GIRDER-AG1,680 x 21,mm,,,SECTION_PROPERTY,"ADV-003,SRC-calculation_chapter_03_section_3_2_values-031",AD-003,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,,CONF-P2II-001,H29_REFERENCE,AG1 Sec-1 lower flange (calc width 680 mm; drawing 700 mm CONF-P2II-001). Adoption based on calc value; drawing plate width 700 mm differs (CONF-P2II-001).
G-AD-0004,adopted_design,adopted_section.ag1.sec-3.uflg,ENT-GIRDER-AG1,620 x 27,mm,,,SECTION_PROPERTY,"ADV-004,SRC-calculation_chapter_03_section_3_2_values-036",AD-004,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,AG1 Sec-3 upper flange (max positive moment).
G-AD-0005,adopted_design,adopted_section.ag1.sec-3.lflg,ENT-GIRDER-AG1,680 x 21,mm,,,SECTION_PROPERTY,"ADV-005,SRC-calculation_chapter_03_section_3_2_values-037",AD-005,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,,CONF-P2II-001,H29_REFERENCE,AG1 Sec-3 lower flange. Adoption based on calc value; drawing plate width 700 mm differs (CONF-P2II-001).
G-AD-0006,adopted_design,adopted_section.ag1.sec-6.uflg,ENT-GIRDER-AG1,620 x 39,mm,,,SECTION_PROPERTY,"ADV-006,SRC-calculation_chapter_03_section_3_2_values-048",AD-006,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-6 upper flange (support, max negative moment)."
G-AD-0007,adopted_design,adopted_section.ag1.sec-6.lflg,ENT-GIRDER-AG1,680 x 47,mm,,,SECTION_PROPERTY,"ADV-007,SRC-calculation_chapter_03_section_3_2_values-049",AD-007,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence; conflict CONF-P2II-001 registered,,CONF-P2II-001,H29_REFERENCE,AG1 Sec-6 lower flange SM520-H (support). Adoption based on calc value; drawing plate width 700 mm differs (CONF-P2II-001).
G-AD-0008,adopted_design,adopted_dimension.bridge_length,ENT-DECK,134.001,m,134.001,m,bridge_length,"CH1-VAL-005,GEO-001,DWG-DIM-S001-001",AD-037,calc_pdf_p7,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Overall bridge length on ACL; drawing 134001 mm.
G-AD-0009,adopted_design,adopted_dimension.girder_length_ag1,ENT-DECK,133.151,m,133.151,m,girder_length,"CH1-VAL-006,GEO-008",AD-038,calc_pdf_p7,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Girder length AG1 (calc 133.151 m; drawing 133151 mm).
G-AD-0010,adopted_design,adopted_dimension.girder_length_ag2,ENT-DECK,132.847,m,132.847,m,girder_length,"SRC-calculation_chapter_03_section_3_2_values-020,GEO-008",AD-039,calc_pdf_p297,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Girder length AG2 (calc 132.847 m; drawing 132847 mm).
G-AD-0011,adopted_design,adopted_dimension.span_1,ENT-DECK,40.201,m,40.201,m,span_length,"CH1-VAL-007,GEO-002,DWG-DIM-S001-003",AD-040,calc_pdf_p7,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Span length 1 (ACL).
G-AD-0012,adopted_design,adopted_dimension.span_2,ENT-DECK,51.000,m,51.000,m,span_length,"CH1-VAL-008,GEO-003,DWG-DIM-S001-003",AD-041,calc_pdf_p7,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Span length 2 (ACL).
G-AD-0013,adopted_design,adopted_dimension.span_3,ENT-DECK,40.200,m,40.200,m,span_length,"CH1-VAL-009,GEO-004,DWG-DIM-S001-003",AD-042,calc_pdf_p7,DWG-S001,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Span length 3 (ACL).
G-AD-0014,adopted_design,adopted_dimension.total_width,ENT-DECK,8.010,m,8.010,m,total_width,"CH1-VAL-010,GEO-005,DWG-DIM-S009-006",AD-043,calc_pdf_p7,DWG-S009,BOTH,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Deck total width; drawing 8031.7/8010.3/8010 mm at S1/S2/PR1.
G-AD-0015,adopted_design,adopted_dimension.effective_width,ENT-DECK,7.000,m,7.000,m,effective_width,"CH1-VAL-011,GEO-006",AD-044,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_DESIGN_GOLDEN,design Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Effective roadway width 7.000 m (calc only).
