golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-GEO-0011,geometry,grid_point.1027.X,ENT-GIRDER-AG1,132.76045,m,132.76045,m,COORDINATE,CAL-TBL-P00141-003,GEO-014,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 1027 X coordinate
G-GEO-0012,geometry,grid_point.1027.Y,ENT-GIRDER-AG1,1.55372,m,1.55372,m,COORDINATE,CAL-TBL-P00141-004,GEO-015,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 1027 Y coordinate
G-GEO-0013,geometry,grid_point.2001.X,ENT-GIRDER-AG2,1.46395,m,1.46395,m,COORDINATE,CAL-TBL-P00141-005,GEO-016,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 2001 X coordinate
G-GEO-0014,geometry,grid_point.2001.Y,ENT-GIRDER-AG2,-3.02859,m,-3.02859,m,COORDINATE,CAL-TBL-P00141-006,GEO-017,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 2001 Y coordinate
G-GEO-0015,geometry,grid_point.2027.X,ENT-GIRDER-AG2,132.55077,m,132.55077,m,COORDINATE,CAL-TBL-P00141-007,GEO-018,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 2027 X coordinate
G-GEO-0016,geometry,grid_point.2027.Y,ENT-GIRDER-AG2,-2.94155,m,-2.94155,m,COORDINATE,CAL-TBL-P00141-008,GEO-019,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Panel point 2027 Y coordinate
G-GEO-0017,geometry,cross_section.deck_total_width,ENT-DECK,8010,mm,8.01,m,DIMENSION,"CAL-FIG-P00118-001,CH1-VAL-010,GEO-019",GEO-070,calc_pdf_p118,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Standard cross section 8010 x 7000 mm (deck total x effective)
G-GEO-0018,geometry,cross_section.deck_thickness,ENT-DECK,230,mm,0.23,m,deck_thickness,"CH1-VAL-022,CH2-VAL-022,CAL-VAL-P00119-004,DWG-DIM-S009-007",GEO-071,calc_pdf_p7,DWG-S009,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Composite deck thickness 230 mm
G-GEO-0019,geometry,cross_section.pavement_thickness,ENT-DECK,80,mm,0.08,m,DIMENSION,"CH1-VAL-021,CAL-VAL-P00119-001,DWG-DIM-S009-008",GEO-072,calc_pdf_p7,DWG-S009,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pavement thickness 80 mm
G-GEO-0020,geometry,cross_section.upper_flange_width,ENT-GIRDER-AG1,620,mm,0.62,m,DIMENSION,"DWG-DIM-S013-010,ADV-001",GEO-073,,DWG-S013,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Top flange width 620 mm (all sections)
G-GEO-0021,geometry,cross_section.web_height,ENT-GIRDER-AG1,2537-2657,mm,2537-2657,m,DIMENSION,"DWG-DIM-S013-012,GEO-017",GEO-076,,DWG-S013,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Web height range 2537-2657 mm across sections
G-GEO-0022,geometry,cross_section.web_thickness,ENT-GIRDER-AG1,14,mm,0.014,m,DIMENSION,"DWG-DIM-S013-013,ADV-002,GEO-018",GEO-077,,DWG-S013,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Web thickness 14 mm (constant)
G-GEO-0023,geometry,support_line.pu15,ENT-SUPPORT-PU15,PU15,,PU15,,SUPPORT_CONDITION,"DWG-MEM-S1,MEMID-005",GEO-078,,DWG-S009,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support line PU15 (S1); outer pier/abutment (drawing sheets 9-12)
G-GEO-0024,geometry,support_line.pr1,ENT-SUPPORT-PR1,PR1,,PR1,,SUPPORT_CONDITION,"DWG-MEM-PR1,MEMID-007",GEO-079,,DWG-S009,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support line PR1; intermediate pier 1 (drawing sheets 9-12)
G-GEO-0025,geometry,support_line.pr2,ENT-SUPPORT-PR2,PR2,,PR2,,SUPPORT_CONDITION,"DWG-MEM-PR2,MEMID-008",GEO-080,,DWG-S009,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support line PR2; intermediate pier 2 (drawing sheets 9-12)
G-GEO-0026,geometry,support_line.ar2,ENT-SUPPORT-AR2,AR2,,AR2,,SUPPORT_CONDITION,"DWG-MEM-S2,MEMID-006",GEO-081,,DWG-S009,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support line AR2 (S2); outer abutment; calc label A2 (conflict CF-001)
G-GEO-0027,geometry,elevation.longitudinal_gradient.1,ENT-LINE-ACL,6.000,%,6.000,%,longitudinal_gradient,CH1-VAL-016,GEO-082,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Longitudinal gradient i1
G-GEO-0028,geometry,elevation.longitudinal_gradient.2,ENT-LINE-ACL,0.100,%,0.100,%,longitudinal_gradient,CH1-VAL-017,GEO-083,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Longitudinal gradient i2
G-GEO-0029,geometry,elevation.cross_gradient.1,ENT-LINE-ACL,5.000,%,5.000,%,cross_gradient,CH1-VAL-018,GEO-084,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Cross gradient i1
G-GEO-0030,geometry,elevation.cross_gradient.2,ENT-LINE-ACL,2.000,%,2.000,%,cross_gradient,CH1-VAL-019,GEO-085,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Cross gradient i2
G-GEO-0031,geometry,elevation.cross_gradient.3,ENT-LINE-ACL,2.958,%,2.958,%,cross_gradient,CH1-VAL-020,GEO-086,calc_pdf_p7,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,geometry Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Cross gradient i3
G-GEO-0032,geometry,elevation.deck_elevation_DL,ENT-DECK,10.00,m,10.00,m,DIMENSION,S141-D11,GEO-087,,DWG-S141,DRAWING,MEDIUM,PARTIAL,APPROVED_WITH_HUMAN_CONFIRMATION_TRACK,geometry Golden from Phase 2-II candidate; MEDIUM confidence; human confirmation HCR-001 tracked,HCR-001,,H29_REFERENCE,Deck level D.L. 10.00 m from sheet 141 OCR
G-GEO-0033,geometry,elevation.ground_level_V,ENT-LINE-ACL,15.250,m,15.250,m,DIMENSION,S141-D08,GEO-088,,DWG-S141,DRAWING,MEDIUM,PARTIAL,APPROVED_WITH_HUMAN_CONFIRMATION_TRACK,geometry Golden from Phase 2-II candidate; MEDIUM confidence; human confirmation HCR-001 tracked,HCR-001,,H29_REFERENCE,Construction base level V 15.250 m from sheet 141 OCR
G-SM-0001,structural_model,node.1001.coordinate,ENT-GIRDER-AG1,"X=1.21766 m, Y=1.47689 m",,"X=1.21766 m, Y=1.47689 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-001,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Node 1001 coordinate (X=1.21766 m, Y=1.47689 m)"
G-SM-0002,structural_model,node.1027.coordinate,ENT-GIRDER-AG1,"X=132.76045 m, Y=1.55372 m",,"X=132.76045 m, Y=1.55372 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-027,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Node 1027 coordinate (X=132.76045 m, Y=1.55372 m)"
G-SM-0003,structural_model,node.2001.coordinate,ENT-GIRDER-AG2,"X=1.46395 m, Y=-3.02859 m",,"X=1.46395 m, Y=-3.02859 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-028,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Node 2001 coordinate (X=1.46395 m, Y=-3.02859 m)"
G-SM-0004,structural_model,node.2027.coordinate,ENT-GIRDER-AG2,"X=132.55077 m, Y=-2.94155 m",,"X=132.55077 m, Y=-2.94155 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-054,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Node 2027 coordinate (X=132.55077 m, Y=-2.94155 m)"
G-SM-0005,structural_model,member.AG1,ENT-GIRDER-AG1,AG1,,AG1,,member_id,"DWG-MEM-AG1,MEMID-001",SM-055,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Main girder AG1
G-SM-0006,structural_model,member.AG2,ENT-GIRDER-AG2,AG2,,AG2,,member_id,"DWG-MEM-AG2,MEMID-002",SM-056,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Main girder AG2
G-SM-0007,structural_model,member.GE1,ENT-XBEAM-GE1,GE1,,GE1,,member_id,"DWG-MEM-GE1,MEMID-003",SM-057,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,End cross beam GE1
G-SM-0008,structural_model,member.GE2,ENT-XBEAM-GE2,GE2,,GE2,,member_id,"DWG-MEM-GE2,MEMID-004",SM-058,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,End cross beam GE2
G-SM-0009,structural_model,member.C1-C7,ENT-XBEAM-C1C7,C1-C7,,C1-C7,,member_id,"DWG-MEM-C1C7,MEMID-009",SM-059,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C1-C7
G-SM-0010,structural_model,member.C8-C13,ENT-XBEAM-C8C13,C8-C13,,C8-C13,,member_id,"DWG-MEM-C8C13,MEMID-010",SM-060,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C8-C13
G-SM-0011,structural_model,member.C14-C20,ENT-XBEAM-C14C20,C14-C20,,C14-C20,,member_id,"DWG-MEM-C14C20,MEMID-011",SM-061,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C14-C20
G-SM-0012,structural_model,member.C21-C23,ENT-XBEAM-C21C23,C21-C23,,C21-C23,,member_id,"DWG-MEM-C21C23,MEMID-012",SM-062,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C21-C23
G-SM-0013,structural_model,member.A-L1,ENT-BRACE-AL1,A-L1,,A-L1,,member_id,"DWG-MEM-AL1,MEMID-013",SM-063,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L1
G-SM-0014,structural_model,member.A-L2,ENT-BRACE-AL2,A-L2,,A-L2,,member_id,"DWG-MEM-AL2,MEMID-014",SM-064,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L2
G-SM-0015,structural_model,member.STUD,ENT-STUD,STUD,,STUD,,member_id,"DWG-MEM-STUD,MEMID-015",SM-065,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Head stud phi22
G-SM-0016,structural_model,member.V-STIFF,ENT-STIFF-VSTIFF,V-STIFF,,V-STIFF,,member_id,"DWG-MEM-VSTIFF,MEMID-016",SM-066,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Vertical stiffener
G-SM-0017,structural_model,member.JACK-STIFF,ENT-STIFF-JACKSTIFF,JACK-STIFF,,JACK-STIFF,,member_id,"DWG-MEM-JACKSTIFF,MEMID-017",SM-067,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Jack-up stiffener
G-SM-0018,structural_model,member.SOLE-PL,ENT-SOLEPL,SOLE-PL,,SOLE-PL,,member_id,"DWG-MEM-SOLEPL,MEMID-018",SM-068,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Sole plate
G-SM-0019,structural_model,member.NOSE,ENT-NOSE,NOSE,,NOSE,,member_id,"DWG-MEM-NOSE,MEMID-019",SM-069,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Nose section
G-SM-0020,structural_model,member.H-NO1,ENT-NOSE-HNO1,H-NO1,,H-NO1,,member_id,"DWG-MEM-HNO1,MEMID-020",SM-070,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Nose section H-NO1
G-SM-0021,structural_model,member.S1,ENT-SUPPORT-PU15,S1,,S1,,member_id,"DWG-MEM-S1,MEMID-005",SM-071,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support S1 (PU15)
G-SM-0022,structural_model,member.S2,ENT-SUPPORT-AR2,S2,,S2,,member_id,"DWG-MEM-S2,MEMID-006",SM-072,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support S2 (AR2)
G-SM-0023,structural_model,member.PR1,ENT-SUPPORT-PR1,PR1,,PR1,,member_id,"DWG-MEM-PR1,MEMID-007",SM-073,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pier support PR1
G-SM-0024,structural_model,member.PR2,ENT-SUPPORT-PR2,PR2,,PR2,,member_id,"DWG-MEM-PR2,MEMID-008",SM-074,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pier support PR2
G-SM-0025,structural_model,connectivity.plane_grid_topology,ENT-LINE-ACL,plane grid,,plane grid,,MEMBER_CONNECTIVITY,"STRMOD-001,STRMOD-009,CAL-NOT-P00117-001,CAL-NOT-P00145-001",SM-075,calc_pdf_p117,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Analysis model: plane grid structure; main girders + cross beams as frame
G-SM-0026,structural_model,connectivity.ag1_node_chain,ENT-GIRDER-AG1,,,,,MEMBER_CONNECTIVITY,"CAL-FIG-P00142-001,STRMOD-003",SM-076,calc_pdf_p142,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; MEDIUM confidence,,,H29_REFERENCE,AG1 girder connects panel points 1001-1027 (numbering diagram)
G-SM-0027,structural_model,connectivity.ag2_node_chain,ENT-GIRDER-AG2,,,,,MEMBER_CONNECTIVITY,"CAL-FIG-P00142-001,STRMOD-003",SM-077,calc_pdf_p142,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; MEDIUM confidence,,,H29_REFERENCE,AG2 girder connects panel points 2001-2027 (numbering diagram)
G-SM-0028,structural_model,support_restraint.PU15,ENT-SUPPORT-PU15,PU15,,PU15,,SUPPORT_CONDITION,"CH5-VAL-004,CH5-VAL-005,CH5-VAL-016,CH5-VAL-017,CH5-VAL-031",SM-082,calc_pdf_p2028,DWG-S085,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Elastic-fixed bearing (E), side-block restraint; rubber layer te=32mm x5; Km=12.391 kN/mm"
G-SM-0029,structural_model,support_restraint.PR1,ENT-SUPPORT-PR1,PR1,,PR1,,SUPPORT_CONDITION,"CH5-VAL-018,CH5-VAL-019,CH5-VAL-032",SM-083,calc_pdf_p2028,DWG-S086,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Elastic-fixed bearing (E); rubber layer te=37mm x5; Km=37.613 kN/mm
G-SM-0030,structural_model,support_restraint.PR2,ENT-SUPPORT-PR2,PR2,,PR2,,SUPPORT_CONDITION,CH5-VAL-033,SM-084,calc_pdf_p2028,DWG-S088,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Elastic-fixed bearing (E); Km=35.271 kN/mm
G-SM-0031,structural_model,support_restraint.AR2,ENT-SUPPORT-AR2,AR2,,AR2,,SUPPORT_CONDITION,"CH5-VAL-004,CH5-VAL-005,CH5-VAL-034",SM-085,calc_pdf_p2028,DWG-S087,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Elastic-fixed bearing (E), side-block restraint; Km=12.112 kN/mm"
G-SM-0032,structural_model,section_assignment.AG1.Sec-1,ENT-GIRDER-AG1,Sec-1,,Sec-1,,SECTION_PROPERTY,"ADV-001,ADV-002,ADV-003",SM-088,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-1: UFLG PL620x22, WEB PL2537x14, LFLG PL680x21 (SM490Y)"
G-SM-0033,structural_model,section_assignment.AG1.Sec-3,ENT-GIRDER-AG1,Sec-3,,Sec-3,,SECTION_PROPERTY,"ADV-004,ADV-005",SM-089,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-3: UFLG PL620x27, LFLG PL680x21 (SM490Y)"
G-SM-0034,structural_model,section_assignment.AG1.Sec-6,ENT-GIRDER-AG1,Sec-6,,Sec-6,,SECTION_PROPERTY,"ADV-006,ADV-007",SM-090,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-6: UFLG PL620x39 (SM490Y), LFLG PL680x47 (SM520-H)"
