golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-SM-0011,structural_model,member.C14-C20,ENT-XBEAM-C14C20,C14-C20,,C14-C20,,member_id,"DWG-MEM-C14C20,MEMID-011",SM-061,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C14-C20
G-SM-0012,structural_model,member.C21-C23,ENT-XBEAM-C21C23,C21-C23,,C21-C23,,member_id,"DWG-MEM-C21C23,MEMID-012",SM-062,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C21-C23
G-SM-0013,structural_model,member.A-L1,ENT-BRACE-AL1,A-L1,,A-L1,,member_id,"DWG-MEM-AL1,MEMID-013",SM-063,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L1
G-SM-0014,structural_model,member.A-L2,ENT-BRACE-AL2,A-L2,,A-L2,,member_id,"DWG-MEM-AL2,MEMID-014",SM-064,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L2
G-SM-0015,structural_model,member.STUD,ENT-STUD,STUD,,STUD,,member_id,"DWG-MEM-STUD,MEMID-015",SM-065,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Head stud phi22
G-SM-0016,structural_model,member.V-STIFF,ENT-STIFF-VSTIFF,V-STIFF,,V-STIFF,,member_id,"DWG-MEM-VSTIFF,MEMID-016",SM-066,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Vertical stiffener
G-SM-0017,structural_model,member.JACK-STIFF,ENT-STIFF-JACKSTIFF,JACK-STIFF,,JACK-STIFF,,member_id,"DWG-MEM-JACKSTIFF,MEMID-017",SM-067,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Jack-up stiffener
G-SM-0018,structural_model,member.SOLE-PL,ENT-SOLEPL,SOLE-PL,,SOLE-PL,,member_id,"DWG-MEM-SOLEPL,MEMID-018",SM-068,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Sole plate
G-SM-0019,structural_model,member.NOSE,ENT-NOSE,NOSE,,NOSE,,member_id,"DWG-MEM-NOSE,MEMID-019",SM-069,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Nose section
G-SM-0020,structural_model,member.H-NO1,ENT-NOSE-HNO1,H-NO1,,H-NO1,,member_id,"DWG-MEM-HNO1,MEMID-020",SM-070,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Nose section H-NO1
G-SM-0021,structural_model,member.S1,ENT-SUPPORT-PU15,S1,,S1,,member_id,"DWG-MEM-S1,MEMID-005",SM-071,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support S1 (PU15)
G-SM-0022,structural_model,member.S2,ENT-SUPPORT-AR2,S2,,S2,,member_id,"DWG-MEM-S2,MEMID-006",SM-072,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Support S2 (AR2)
G-SM-0023,structural_model,member.PR1,ENT-SUPPORT-PR1,PR1,,PR1,,member_id,"DWG-MEM-PR1,MEMID-007",SM-073,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pier support PR1
G-SM-0024,structural_model,member.PR2,ENT-SUPPORT-PR2,PR2,,PR2,,member_id,"DWG-MEM-PR2,MEMID-008",SM-074,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Pier support PR2
G-SM-0025,structural_model,connectivity.plane_grid_topology,ENT-LINE-ACL,plane grid,,plane grid,,MEMBER_CONNECTIVITY,"STRMOD-001,STRMOD-009,CAL-NOT-P00117-001,CAL-NOT-P00145-001",SM-075,calc_pdf_p117,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Analysis model: plane grid structure; main girders + cross beams as frame
G-SM-0026,structural_model,connectivity.ag1_node_chain,ENT-GIRDER-AG1,,,,,MEMBER_CONNECTIVITY,"CAL-FIG-P00142-001,STRMOD-003",SM-076,calc_pdf_p142,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; MEDIUM confidence,,,H29_REFERENCE,AG1 girder connects panel points 1001-1027 (numbering diagram)
G-SM-0027,structural_model,connectivity.ag2_node_chain,ENT-GIRDER-AG2,,,,,MEMBER_CONNECTIVITY,"CAL-FIG-P00142-001,STRMOD-003",SM-077,calc_pdf_p142,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; MEDIUM confidence,,,H29_REFERENCE,AG2 girder connects panel points 2001-2027 (numbering diagram)
G-SM-0028,structural_model,support_restraint.PU15,ENT-SUPPORT-PU15,PU15,,PU15,,SUPPORT_CONDITION,"CH5-VAL-004,CH5-VAL-005,CH5-VAL-016,CH5-VAL-017,CH5-VAL-031",SM-082,calc_pdf_p2028,DWG-S085,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Elastic-fixed bearing (E), side-block restraint; rubber layer te=32mm x5; Km=12.391 kN/mm"
G-SM-0029,structural_model,support_restraint.PR1,ENT-SUPPORT-PR1,PR1,,PR1,,SUPPORT_CONDITION,"CH5-VAL-018,CH5-VAL-019,CH5-VAL-032",SM-083,calc_pdf_p2028,DWG-S086,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Elastic-fixed bearing (E); rubber layer te=37mm x5; Km=37.613 kN/mm
G-SM-0030,structural_model,support_restraint.PR2,ENT-SUPPORT-PR2,PR2,,PR2,,SUPPORT_CONDITION,CH5-VAL-033,SM-084,calc_pdf_p2028,DWG-S088,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Elastic-fixed bearing (E); Km=35.271 kN/mm
G-SM-0031,structural_model,support_restraint.AR2,ENT-SUPPORT-AR2,AR2,,AR2,,SUPPORT_CONDITION,"CH5-VAL-004,CH5-VAL-005,CH5-VAL-034",SM-085,calc_pdf_p2028,DWG-S087,BOTH,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"Elastic-fixed bearing (E), side-block restraint; Km=12.112 kN/mm"
G-SM-0032,structural_model,section_assignment.AG1.Sec-1,ENT-GIRDER-AG1,Sec-1,,Sec-1,,SECTION_PROPERTY,"ADV-001,ADV-002,ADV-003",SM-088,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-1: UFLG PL620x22, WEB PL2537x14, LFLG PL680x21 (SM490Y)"
G-SM-0033,structural_model,section_assignment.AG1.Sec-3,ENT-GIRDER-AG1,Sec-3,,Sec-3,,SECTION_PROPERTY,"ADV-004,ADV-005",SM-089,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-3: UFLG PL620x27, LFLG PL680x21 (SM490Y)"
G-SM-0034,structural_model,section_assignment.AG1.Sec-6,ENT-GIRDER-AG1,Sec-6,,Sec-6,,SECTION_PROPERTY,"ADV-006,ADV-007",SM-090,calc_pdf_p297,,CALCULATION,HIGH,UNVERIFIED,APPROVED_GOLDEN_MODEL,structural_model Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,"AG1 Sec-6: UFLG PL620x39 (SM490Y), LFLG PL680x47 (SM520-H)"
