golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-DWG-0011,drawing,drawing.sheet.11,ENT-LINE-ACL,線形図（その2）,,,,text,DWG-TB-S011-001,DR-011,calc_pdf_p13,DWG-S011,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 11 (alignment).
G-DWG-0012,drawing,drawing.sheet.12,ENT-LINE-ACL,線形図（その3）,,,,text,DWG-TB-S012-001,DR-012,calc_pdf_p14,DWG-S012,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 12 (alignment).
G-DWG-0013,drawing,drawing.sheet.13,ENT-LINE-ACL,断面構成図（その1）,,,,text,DWG-TB-S013-001,DR-013,calc_pdf_p15,DWG-S013,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 13 (cross_section).
G-DWG-0014,drawing,drawing.sheet.14,ENT-LINE-ACL,断面構成図（その2）,,,,text,DWG-TB-S014-001,DR-014,calc_pdf_p16,DWG-S014,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 14 (cross_section).
G-DWG-0015,drawing,drawing.sheet.15,ENT-LINE-ACL,断面構成図（その3）,,,,text,DWG-TB-S015-001,DR-015,calc_pdf_p17,DWG-S015,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 15 (cross_section).
G-DWG-0016,drawing,drawing.sheet.16,ENT-LINE-ACL,断面構成図（その4）,,,,text,DWG-TB-S016-001,DR-016,calc_pdf_p18,DWG-S016,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 16 (cross_section).
G-DWG-0017,drawing,drawing.sheet.17,ENT-LINE-ACL,共通詳細図（その1）,,,,text,DWG-TB-S017-001,DR-017,calc_pdf_p19,DWG-S017,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 17 (common_detail).
G-DWG-0018,drawing,drawing.sheet.18,ENT-LINE-ACL,共通詳細図（その2）,,,,text,DWG-TB-S018-001,DR-018,calc_pdf_p20,DWG-S018,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 18 (common_detail).
G-DWG-0019,drawing,drawing.sheet.19,ENT-LINE-ACL,共通詳細図（その3）,,,,text,DWG-TB-S019-001,DR-019,calc_pdf_p21,DWG-S019,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 19 (common_detail).
G-DWG-0020,drawing,drawing.sheet.20,ENT-LINE-ACL,キャンバー図,,,,text,DWG-TB-S020-001,DR-020,calc_pdf_p22,DWG-S020,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 20 (camber).
G-DWG-0021,drawing,drawing.sheet.21,ENT-LINE-ACL,主桁AG1（その1）,,,,text,DWG-TB-S021-001,DR-021,calc_pdf_p23,DWG-S021,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 21 (main_girder_AG1).
G-DWG-0022,drawing,drawing.sheet.22,ENT-LINE-ACL,主桁AG1（その2）,,,,text,DWG-TB-S022-001,DR-022,calc_pdf_p24,DWG-S022,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 22 (main_girder_AG1).
G-DWG-0023,drawing,drawing.sheet.23,ENT-LINE-ACL,主桁AG1（その3）,,,,text,DWG-TB-S023-001,DR-023,calc_pdf_p25,DWG-S023,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 23 (main_girder_AG1).
G-DWG-0024,drawing,drawing.sheet.24,ENT-LINE-ACL,主桁AG1（その4）,,,,text,DWG-TB-S024-001,DR-024,calc_pdf_p26,DWG-S024,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 24 (main_girder_AG1).
G-DWG-0025,drawing,drawing.sheet.25,ENT-LINE-ACL,主桁AG1（その5）,,,,text,DWG-TB-S025-001,DR-025,calc_pdf_p27,DWG-S025,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 25 (main_girder_AG1).
G-DWG-0026,drawing,drawing.sheet.26,ENT-LINE-ACL,主桁AG1（その6）,,,,text,DWG-TB-S026-001,DR-026,calc_pdf_p28,DWG-S026,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 26 (main_girder_AG1).
G-DWG-0027,drawing,drawing.sheet.27,ENT-LINE-ACL,主桁AG1（その7）,,,,text,DWG-TB-S027-001,DR-027,calc_pdf_p29,DWG-S027,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 27 (main_girder_AG1).
G-DWG-0028,drawing,drawing.sheet.28,ENT-LINE-ACL,主桁AG1（その8）,,,,text,DWG-TB-S028-001,DR-028,calc_pdf_p30,DWG-S028,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 28 (main_girder_AG1).
G-DWG-0029,drawing,drawing.sheet.29,ENT-LINE-ACL,主桁AG1（その9）,,,,text,DWG-TB-S029-001,DR-029,calc_pdf_p31,DWG-S029,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 29 (main_girder_AG1).
G-DWG-0030,drawing,drawing.sheet.30,ENT-LINE-ACL,主桁AG2（その1）,,,,text,DWG-TB-S030-001,DR-030,calc_pdf_p32,DWG-S030,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 30 (main_girder_AG2).
G-DWG-0031,drawing,drawing.sheet.31,ENT-LINE-ACL,主桁AG2（その2）,,,,text,DWG-TB-S031-001,DR-031,calc_pdf_p33,DWG-S031,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 31 (main_girder_AG2).
G-DWG-0032,drawing,drawing.sheet.32,ENT-LINE-ACL,主桁AG2（その3）,,,,text,DWG-TB-S032-001,DR-032,calc_pdf_p34,DWG-S032,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 32 (main_girder_AG2).
G-DWG-0033,drawing,drawing.sheet.33,ENT-LINE-ACL,主桁AG2（その4）,,,,text,DWG-TB-S033-001,DR-033,calc_pdf_p35,DWG-S033,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 33 (main_girder_AG2).
G-DWG-0034,drawing,drawing.sheet.34,ENT-LINE-ACL,主桁AG2（その5）,,,,text,DWG-TB-S034-001,DR-034,calc_pdf_p36,DWG-S034,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 34 (main_girder_AG2).
G-DWG-0035,drawing,drawing.sheet.35,ENT-LINE-ACL,主桁AG2（その6）,,,,text,DWG-TB-S035-001,DR-035,calc_pdf_p37,DWG-S035,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 35 (main_girder_AG2).
G-DWG-0036,drawing,drawing.sheet.36,ENT-LINE-ACL,主桁AG2（その7）,,,,text,DWG-TB-S036-001,DR-036,calc_pdf_p38,DWG-S036,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 36 (main_girder_AG2).
G-DWG-0037,drawing,drawing.sheet.37,ENT-LINE-ACL,主桁AG2（その8）,,,,text,DWG-TB-S037-001,DR-037,calc_pdf_p39,DWG-S037,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 37 (main_girder_AG2).
G-DWG-0038,drawing,drawing.sheet.38,ENT-LINE-ACL,主桁AG2（その9）,,,,text,DWG-TB-S038-001,DR-038,calc_pdf_p40,DWG-S038,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 38 (main_girder_AG2).
G-DWG-0039,drawing,drawing.sheet.39,ENT-LINE-ACL,スタッド配置図（その1）,,,,text,DWG-TB-S039-001,DR-039,calc_pdf_p41,DWG-S039,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 39 (stud_layout).
G-DWG-0040,drawing,drawing.sheet.40,ENT-LINE-ACL,スタッド配置図（その2）,,,,text,DWG-TB-S040-001,DR-040,calc_pdf_p42,DWG-S040,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 40 (stud_layout).
G-DWG-0041,drawing,drawing.sheet.41,ENT-LINE-ACL,スタッド配置図（その3）,,,,text,DWG-TB-S041-001,DR-041,calc_pdf_p43,DWG-S041,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 41 (stud_layout).
G-DWG-0042,drawing,drawing.sheet.42,ENT-LINE-ACL,スタッド配置図（その4）,,,,text,DWG-TB-S042-001,DR-042,calc_pdf_p44,DWG-S042,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 42 (stud_layout).
G-DWG-0043,drawing,drawing.sheet.43,ENT-LINE-ACL,スタッド配置図（その5）,,,,text,DWG-TB-S043-001,DR-043,calc_pdf_p45,DWG-S043,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 43 (stud_layout).
G-DWG-0044,drawing,drawing.sheet.44,ENT-LINE-ACL,スタッド配置図（その6）,,,,text,DWG-TB-S044-001,DR-044,calc_pdf_p46,DWG-S044,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 44 (stud_layout).
G-DWG-0045,drawing,drawing.sheet.45,ENT-LINE-ACL,端横桁（その1）,,,,text,DWG-TB-S045-001,DR-045,calc_pdf_p47,DWG-S045,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 45 (end_cross_beam).
G-DWG-0046,drawing,drawing.sheet.46,ENT-LINE-ACL,端横桁（その2）,,,,text,DWG-TB-S046-001,DR-046,calc_pdf_p48,DWG-S046,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 46 (end_cross_beam).
G-DWG-0047,drawing,drawing.sheet.47,ENT-LINE-ACL,中間支点横桁（その1）,,,,text,DWG-TB-S047-001,DR-047,calc_pdf_p49,DWG-S047,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 47 (pier_cross_beam).
G-DWG-0048,drawing,drawing.sheet.48,ENT-LINE-ACL,中間支点横桁（その2）,,,,text,DWG-TB-S048-001,DR-048,calc_pdf_p50,DWG-S048,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 48 (pier_cross_beam).
G-DWG-0049,drawing,drawing.sheet.49,ENT-LINE-ACL,中間横桁（その1）,,,,text,DWG-TB-S049-001,DR-049,calc_pdf_p51,DWG-S049,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 49 (intermediate_cross_beam).
G-DWG-0050,drawing,drawing.sheet.50,ENT-LINE-ACL,中間横桁（その2）,,,,text,DWG-TB-S050-001,DR-050,calc_pdf_p52,DWG-S050,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 50 (intermediate_cross_beam).
G-DWG-0051,drawing,drawing.sheet.51,ENT-LINE-ACL,中間横桁（その3）,,,,text,DWG-TB-S051-001,DR-051,calc_pdf_p53,DWG-S051,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 51 (intermediate_cross_beam).
G-DWG-0052,drawing,drawing.sheet.52,ENT-LINE-ACL,中間横桁（その4）,,,,text,DWG-TB-S052-001,DR-052,calc_pdf_p54,DWG-S052,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 52 (intermediate_cross_beam).
G-DWG-0053,drawing,drawing.sheet.53,ENT-LINE-ACL,中間横桁（その5）,,,,text,DWG-TB-S053-001,DR-053,calc_pdf_p55,DWG-S053,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 53 (intermediate_cross_beam).
G-DWG-0054,drawing,drawing.sheet.54,ENT-LINE-ACL,中間横桁（その6）,,,,text,DWG-TB-S054-001,DR-054,calc_pdf_p56,DWG-S054,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 54 (intermediate_cross_beam).
G-DWG-0055,drawing,drawing.sheet.55,ENT-LINE-ACL,中間横桁（その7）,,,,text,DWG-TB-S055-001,DR-055,calc_pdf_p57,DWG-S055,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 55 (intermediate_cross_beam).
G-DWG-0056,drawing,drawing.sheet.56,ENT-LINE-ACL,中間横桁（その8）,,,,text,DWG-TB-S056-001,DR-056,calc_pdf_p58,DWG-S056,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 56 (intermediate_cross_beam).
G-DWG-0057,drawing,drawing.sheet.57,ENT-LINE-ACL,中間横桁（その9）,,,,text,DWG-TB-S057-001,DR-057,calc_pdf_p59,DWG-S057,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 57 (intermediate_cross_beam).
G-DWG-0058,drawing,drawing.sheet.58,ENT-LINE-ACL,中間横桁（その10）,,,,text,DWG-TB-S058-001,DR-058,calc_pdf_p60,DWG-S058,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 58 (intermediate_cross_beam).
G-DWG-0059,drawing,drawing.sheet.59,ENT-LINE-ACL,中間横桁（その11）,,,,text,DWG-TB-S059-001,DR-059,calc_pdf_p61,DWG-S059,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 59 (intermediate_cross_beam).
G-DWG-0060,drawing,drawing.sheet.60,ENT-LINE-ACL,中間横桁（その12）,,,,text,DWG-TB-S060-001,DR-060,calc_pdf_p62,DWG-S060,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 60 (intermediate_cross_beam).
G-DWG-0061,drawing,drawing.sheet.61,ENT-LINE-ACL,上下横構（その1）,,,,text,DWG-TB-S061-001,DR-061,calc_pdf_p63,DWG-S061,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 61 (lateral_bracing).
G-DWG-0062,drawing,drawing.sheet.62,ENT-LINE-ACL,上下横構（その2）,,,,text,DWG-TB-S062-001,DR-062,calc_pdf_p64,DWG-S062,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 62 (lateral_bracing).
G-DWG-0063,drawing,drawing.sheet.63,ENT-LINE-ACL,上下横構（その3）,,,,text,DWG-TB-S063-001,DR-063,calc_pdf_p65,DWG-S063,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 63 (lateral_bracing).
G-DWG-0064,drawing,drawing.sheet.64,ENT-LINE-ACL,上下横構（その4）,,,,text,DWG-TB-S064-001,DR-064,calc_pdf_p66,DWG-S064,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 64 (lateral_bracing).
G-DWG-0065,drawing,drawing.sheet.65,ENT-LINE-ACL,上下横構（その5）,,,,text,DWG-TB-S065-001,DR-065,calc_pdf_p67,DWG-S065,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 65 (lateral_bracing).
G-DWG-0066,drawing,drawing.sheet.66,ENT-LINE-ACL,上下横構（その6）,,,,text,DWG-TB-S066-001,DR-066,calc_pdf_p68,DWG-S066,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 66 (lateral_bracing).
G-DWG-0067,drawing,drawing.sheet.67,ENT-LINE-ACL,上下横構（その7）,,,,text,DWG-TB-S067-001,DR-067,calc_pdf_p69,DWG-S067,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 67 (lateral_bracing).
G-DWG-0068,drawing,drawing.sheet.68,ENT-LINE-ACL,上下横構（その8）,,,,text,DWG-TB-S068-001,DR-068,calc_pdf_p70,DWG-S068,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 68 (lateral_bracing).
G-DWG-0069,drawing,drawing.sheet.69,ENT-LINE-ACL,上下横構（その9）,,,,text,DWG-TB-S069-001,DR-069,calc_pdf_p71,DWG-S069,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 69 (lateral_bracing).
G-DWG-0070,drawing,drawing.sheet.70,ENT-LINE-ACL,上下横構（その10）,,,,text,DWG-TB-S070-001,DR-070,calc_pdf_p72,DWG-S070,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 70 (lateral_bracing).
G-DWG-0071,drawing,drawing.sheet.71,ENT-LINE-ACL,上下横構（その11）,,,,text,DWG-TB-S071-001,DR-071,calc_pdf_p73,DWG-S071,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 71 (lateral_bracing).
G-DWG-0072,drawing,drawing.sheet.72,ENT-LINE-ACL,巻き立てコンクリート（その1）,,,,text,DWG-TB-S072-001,DR-072,calc_pdf_p74,DWG-S072,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 72 (wrapping_concrete).
G-DWG-0073,drawing,drawing.sheet.73,ENT-LINE-ACL,巻き立てコンクリート（その2）,,,,text,DWG-TB-S073-001,DR-073,calc_pdf_p75,DWG-S073,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 73 (wrapping_concrete).
G-DWG-0074,drawing,drawing.sheet.74,ENT-LINE-ACL,巻き立てコンクリート（その3）,,,,text,DWG-TB-S074-001,DR-074,calc_pdf_p76,DWG-S074,BOTH,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,drawing Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Drawing sheet 74 (wrapping_concrete).
