original_path,relative_path,sha256,size_bytes,selection,destination_or_retention,notes
apollo_operator_smoke_evidence/09_initialize_click.png,09_initialize_click.png,8f79efb528339649c36225f52ac13a10e9d2ef327ff04e832ebce1c81455133b,107418,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/10_apollo_entry.png,10_apollo_entry.png,8f79efb528339649c36225f52ac13a10e9d2ef327ff04e832ebce1c81455133b,107418,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/10b_apollo_entry_retry.png,10b_apollo_entry_retry.png,8f79efb528339649c36225f52ac13a10e9d2ef327ff04e832ebce1c81455133b,107418,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/12_apollo_keyboard.png,12_apollo_keyboard.png,8f79efb528339649c36225f52ac13a10e9d2ef327ff04e832ebce1c81455133b,107418,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/13_back_click.png,13_back_click.png,8f79efb528339649c36225f52ac13a10e9d2ef327ff04e832ebce1c81455133b,107418,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/14_initialize_confirm.png,14_initialize_confirm.png,70bedab910c4c0a79e14aee2798f2ed60e41faa0a2b91e9ddd1958107aa40ef2,5287,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/15_apollo_main.png,15_apollo_main.png,1d21c26da1bd895342c16f0ea079ba966a1356dbea23539d3b58500533a3de92,175209,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/16_sample_picker.png,16_sample_picker.png,0440000da402415c00670fa0fd02513dd1502812e4ea00053f0316992916014a,160274,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/17_sample_loaded.png,17_sample_loaded.png,fecece95cd4c10333e4d11e3e2e9213ded655760177868052ece72af6c0cfe24,148257,GIT_CANONICAL_COPY,docs/apollo/operator-smoke/evidence/17_sample_loaded.png,Representative PNG
apollo_operator_smoke_evidence/18_list_edit.png,18_list_edit.png,559ddcd9354d64111e3fa8b6ba3c9860eb5c7f9bd26453ee7737d00642ea1174,200996,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/19_english_input.png,19_english_input.png,e1e3cbcd5c2def40e782b3ec98aeeb5e5a9ff37f9d42b724ef7d55f0f94a4ee7,199930,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/20_english_input_active.png,20_english_input_active.png,e1e3cbcd5c2def40e782b3ec98aeeb5e5a9ff37f9d42b724ef7d55f0f94a4ee7,199930,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/21_undo.png,21_undo.png,7e64b5bccaaea99e3f1f3dc53c9a44099bbf97351b9d3dc5796a2556c762f0b6,201869,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/22_backspace_input.png,22_backspace_input.png,3b0928ce0e64bb02f0d11e42f55dad6573120c821c86724d18c261541162f647,201561,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/23_english_input.png,23_english_input.png,b49fcc2b53258ad9406b761aaf36c3560f07e317361014f80e50abe55e0d38d3,201542,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/24_x_input.png,24_x_input.png,b49fcc2b53258ad9406b761aaf36c3560f07e317361014f80e50abe55e0d38d3,201542,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/25_english_paste.png,25_english_paste.png,55a28a45fd1bff663c387e2f512f7a7a7e4b957d8103b367ad866db7590012b8,200352,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/26_japanese_paste.png,26_japanese_paste.png,360a3144f3c660890f7ee50ee80872ad32e1842bac4766823c759c801605b1ee,200295,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/27_scrolled_tables.png,27_scrolled_tables.png,727f9b5d4471aed4655cbacced02617ed99fb349b70fa2fa37da66e7e6115616,90044,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/28_numeric_decimal.png,28_numeric_decimal.png,bc8f71aac0a886dcf827f6738252ad40223d7ee77ae643a3cfb960b8f19002e8,176244,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/29_node_and_viewer.png,29_node_and_viewer.png,efb75b7d37faac4dd3e631bd569b4727d9713c15d11b07c0d0fae160139b2053,93465,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/30_numeric_enter.png,30_numeric_enter.png,efb75b7d37faac4dd3e631bd569b4727d9713c15d11b07c0d0fae160139b2053,93465,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/31_numeric_blur.png,31_numeric_blur.png,efb75b7d37faac4dd3e631bd569b4727d9713c15d11b07c0d0fae160139b2053,93465,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/32_numeric_selection_change.png,32_numeric_selection_change.png,8f58f7c22528378eff615cc0f3c8a68c898ca431710c26587f5309d2d394ca45,93242,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/33_maximized.png,33_maximized.png,3fbeb04eac13a182357d7bac28e06737c38dede64fe554db1007ad49a595d678,122285,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/34_viewer_controls.png,34_viewer_controls.png,98f62e248e3563d4dc50c661e2a1e695b02f1f7491298af48c6babf2c3565af6,253709,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/35_viewer_full.png,35_viewer_full.png,470884555a812eab46354a4223a10e37ed41d1d343fdd43f1ff0f7a1895ebb21,168085,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/36_view_panel_open.png,36_view_panel_open.png,7b5c3ddb7e72e4aff6f22b80fb04cedddd30993a2202ee5634cef2565c1b9d31,180644,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/37_fit.png,37_fit.png,914a95aa2f4d36b571816b290a89e608d46bd964ffd04dcaed670282dfaa4886,180662,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/38_visibility_controls.png,38_visibility_controls.png,77c973b720947dc3087b17868df0a49288b8a481501a5f73655219e0f77b8a3b,180695,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/39_controls_lower.png,39_controls_lower.png,c11cef5447a1c2bfe0ca774444e9d50cb5aab5fd22b4554d2a562f3a6aff5ee4,126807,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/40_diagnostics.png,40_diagnostics.png,c740b209876297326f0e0a0318a585f67444682af6d8e5a32a88a57fdd9bade2,101726,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/41_visibility_section.png,41_visibility_section.png,8fde1b2b1305ce66ed5bcca5310cb34971b81c7e256b2a04963c7371f1e4e200,136816,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/42_visibility_section.png,42_visibility_section.png,961492c3e3b57f8bb84bcd5e705074c2db99cb34f528ac9b5f3a7d0f179ccc96,105907,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/43_solid_off.png,43_solid_off.png,83a611929dc4f943d260b494745e82d5d18a59a55c5134f2a29a0832f0fcd617,319883,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/44_solid_off_canvas.png,44_solid_off_canvas.png,981d2b7f5caadd6f7eb472f0eb7df10d3ffb4b070438ed77e4a8e5282f6e8e86,192066,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/45_visibility_after_off.png,45_visibility_after_off.png,cd8ce27d292a87435af754acb823182e19f88b2e0c137beb8087d9081b291f3e,108381,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/46_solid_only.png,46_solid_only.png,fcd28dc4d71295931aab148b1e59d3e4f082502971b6b300f59dc7020ddeb36b,194468,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/47_rotate.png,47_rotate.png,4c0c139734782ccde8208b576f7f4df41a96eb62fc68306333292056ceec505c,198369,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/48_pan.png,48_pan.png,454f009868374155e767e51b89a15e827059ad8b7ab25edce7cd9ae58bafe5f8,197337,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/49_zoom_in.png,49_zoom_in.png,16d7c1033645df715ddf5c9d20f446de6f0440e8a6b2ffecad671359b6439efc,197134,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/50_zoom_restore.png,50_zoom_restore.png,454f009868374155e767e51b89a15e827059ad8b7ab25edce7cd9ae58bafe5f8,197337,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/51_isometric.png,51_isometric.png,fabf9758cdcd68898ec7e1f135dfa2be58c18e7c884ad6ec397d3c0381480b46,194758,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/52_plan.png,52_plan.png,caecc13d052f10b0fb912a1330e4fa5756baa50e640b00c7f310013541f3de8e,191451,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/53_front.png,53_front.png,3a5a16a184f691f66e30d804e6b582cdf77208ca0f9f6c5c25111844362a6057,190060,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/54_side.png,54_side.png,9f840a31f5a60e4047ede346391e627d976953eb9a26548b5bfbd0f5be201c68,190008,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/55_side_panel_closed.png,55_side_panel_closed.png,c21e01c07993dbfab8707aafbb6cd3f91d55beebae08ac4e6d55e291f30abfce,150826,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/56_restore_line_controls.png,56_restore_line_controls.png,4556565036393ea7eb97f6ffba251e06455c8377e304a84c3481070b1b53dafc,108392,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/57_line_restored.png,57_line_restored.png,d77ac135b4a2ad34931631bb1fd7f0b7bc5d2e279593b72a97f47c59ca0c1c3a,189982,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/58_restored_iso_both.png,58_restored_iso_both.png,ba383ca6a4b8bc813e4f2f62e0403007bc81486d8c9978e9d5f941994c9f5eaf,163477,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
apollo_operator_smoke_evidence/59_close_prompt.png,59_close_prompt.png,a63995a8bc00c2086dc85deb3dcc2934b99673ffc2d5316dbb7b5e27aeeda062,140249,RAW_EXCLUDED_FROM_GIT,local-archive/operator-evidence/apollo/,Non-representative PNG
