element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CH5-PE-025,2035,2030,CH5,CAL-SEC-5.1.1,sub_sub_section,温度変化時(50℃/30℃)移動量,calc_pdf_p2035,TEXT_EXTRACTED,HIGH,
CH5-PE-026,2036,2031,CH5,CAL-SEC-5.1.1,sub_sub_section,不静定時移動量・合計移動量・水平力,calc_pdf_p2036,TEXT_EXTRACTED,HIGH,
CH5-PE-027,2037,2032,CH5,CAL-SEC-5.1.1,sub_sub_section,レベル１地震時移動量・水平力の算出,calc_pdf_p2037,TEXT_EXTRACTED,HIGH,
CH5-PE-028,2038,2033,CH5,CAL-SEC-5.1.1,sub_sub_section,レベル１地震時計算結果,calc_pdf_p2038,TEXT_EXTRACTED,HIGH,
CH5-PE-029,2039,2034,CH5,CAL-SEC-5.1.1,sub_sub_section,制限値,calc_pdf_p2039,TEXT_EXTRACTED,HIGH,
CH5-PE-030,2039,2034,CH5,CAL-SEC-5.1.1,sub_sub_section,ゴム材料の呼びと設計に用いる標準値,calc_pdf_p2039,TEXT_EXTRACTED,HIGH,
CH5-PE-031,2040,2035,CH5,CAL-SEC-5.1.1,sub_sub_section,疲労に対する設計(繰返し圧縮作用),calc_pdf_p2040,TEXT_EXTRACTED,HIGH,
CH5-PE-032,2041,2036,CH5,CAL-SEC-5.1.1,sub_sub_section,繰返し水平変位に対する設計,calc_pdf_p2041,TEXT_EXTRACTED,HIGH,
CH5-PE-033,2042,2037,CH5,CAL-SEC-5.1.1,sub_sub_section,繰返し引張作用に対する設計,calc_pdf_p2042,TEXT_EXTRACTED,HIGH,
CH5-PE-034,2042,2037,CH5,CAL-SEC-5.1.1,sub_sub_section,圧縮作用・水平変位・回転変位に対する設計,calc_pdf_p2042,TEXT_EXTRACTED,HIGH,
CH5-PE-035,2043,2038,CH5,CAL-SEC-5.1.1,sub_sub_section,その他の照査(端支点部圧縮変位量),calc_pdf_p2043,TEXT_EXTRACTED,HIGH,
CH5-PE-036,2043,2038,CH5,CAL-SEC-5.1.1,sub_sub_section,ゴム支承本体の耐荷性能の照査,calc_pdf_p2043,TEXT_EXTRACTED,HIGH,
CH5-PE-037,2044,2039,CH5,CAL-SEC-5.1.1,sub_sub_section,永続作用および変動作用支配状況(①②⑤)荷重条件,calc_pdf_p2044,TEXT_EXTRACTED,HIGH,
CH5-PE-038,2045,2040,CH5,CAL-SEC-5.1.1,sub_sub_section,変動作用支配状況(⑨)荷重条件,calc_pdf_p2045,TEXT_EXTRACTED,HIGH,
CH5-PE-039,2046,2041,CH5,CAL-SEC-5.1.1,sub_sub_section,変動作用支配状況(⑩)荷重条件,calc_pdf_p2046,TEXT_EXTRACTED,HIGH,
CH5-PE-040,2047,2042,CH5,CAL-SEC-5.1.1,sub_sub_section,変動作用支配状況(⑪)荷重条件(レベル2),calc_pdf_p2047,TEXT_EXTRACTED,HIGH,
CH5-PE-041,2083,2078,CH5,CAL-SEC-5.1.2,sub_section,5.1.2 ゴム支承計算書(Ⅱ種地盤),calc_pdf_p2083,TEXT_EXTRACTED,HIGH,
CH5-PE-042,2138,2133,CH5,CAL-SEC-5.1.3,sub_section,5.1.3 鋼材計算書,calc_pdf_p2138,TEXT_EXTRACTED,HIGH,
CH5-PE-043,2138,2133,CH5,CAL-SEC-5.1.3,sub_sub_section,設計条件(反力・変位量・特性値),calc_pdf_p2138,TEXT_EXTRACTED,HIGH,
CH5-PE-044,2138,2133,CH5,CAL-SEC-5.1.3,sub_sub_section,照査方法(鋼板・ボルト・アンカーボルト制限値),calc_pdf_p2138,TEXT_EXTRACTED,HIGH,
CH5-PE-045,2139,2134,CH5,CAL-SEC-5.1.3,sub_sub_section,ゴム支承本体取付けボルトの設計,calc_pdf_p2139,TEXT_EXTRACTED,HIGH,
CH5-PE-046,2167,2162,CH5,CAL-SEC-5.1.4,sub_section,5.1.4 水平支承鋼材計算書,calc_pdf_p2167,TEXT_EXTRACTED,HIGH,
CH5-PE-047,2167,2162,CH5,CAL-SEC-5.1.4,sub_sub_section,設計条件(水平支承),calc_pdf_p2167,TEXT_EXTRACTED,HIGH,
CH5-PE-048,2190,2185,CH5,CAL-SEC-5.2,section_title,5.2 段差防止構造の設計,calc_pdf_p2190,TEXT_EXTRACTED,HIGH,
CH5-PE-049,2190,2185,CH5,CAL-SEC-5.2.1,sub_section,5.2.1 設計方針,calc_pdf_p2190,TEXT_EXTRACTED,HIGH,
CH5-PE-050,2190,2185,CH5,CAL-SEC-5.2.1,design_item,段差防止構造(正面図・側面図),calc_pdf_p2190,TEXT_EXTRACTED,HIGH,
CH5-PE-051,2191,2186,CH5,CAL-SEC-5.2.2,sub_section,5.2.2 設計荷重,calc_pdf_p2191,TEXT_EXTRACTED,HIGH,
CH5-PE-052,2192,2187,CH5,CAL-SEC-5.2.3,sub_section,5.2.3 台座寸法図,calc_pdf_p2192,TEXT_EXTRACTED,HIGH,
CH5-PE-053,2193,2188,CH5,CAL-SEC-5.2.4,sub_section,5.2.4 緩衝材の計算,calc_pdf_p2193,TEXT_EXTRACTED,HIGH,
CH5-PE-054,2193,2188,CH5,CAL-SEC-5.2.5,sub_section,5.2.5 台座の計算,calc_pdf_p2193,TEXT_EXTRACTED,HIGH,
CH5-PE-055,2193,2188,CH5,CAL-SEC-5.2.5,sub_sub_section,軸方向圧縮力に対する照査,calc_pdf_p2193,TEXT_EXTRACTED,HIGH,
CH5-PE-056,2194,2189,CH5,CAL-SEC-5.2.5,sub_sub_section,天板の計算,calc_pdf_p2194,TEXT_EXTRACTED,HIGH,
CH5-PE-057,2195,2190,CH5,CAL-SEC-5.2.5,sub_sub_section,溶接の照査,calc_pdf_p2195,TEXT_EXTRACTED,HIGH,
CH5-PE-058,2196,2191,CH5,CAL-SEC-5.2.5,sub_sub_section,BaseとRibおよびWebの溶接,calc_pdf_p2196,TEXT_EXTRACTED,HIGH,
CH5-PE-059,2197,2192,CH5,CAL-SEC-5.2.5,sub_sub_section,アンカーボルト,calc_pdf_p2197,TEXT_EXTRACTED,HIGH,
CH5-PE-060,2197,2192,CH5,CAL-SEC-5.2.6,sub_section,5.2.6 巻き立てコンクリートへの影響の検討,calc_pdf_p2197,TEXT_EXTRACTED,HIGH,
CH5-PE-061,2198,2193,CH5,CAL-SEC-5.2.6,sub_sub_section,段差防止構造作用時の断面力の確認,calc_pdf_p2198,TEXT_EXTRACTED,HIGH,
CH5-PE-062,2199,2194,CH5,CAL-SEC-5.3,section_title,5.3 排水の設計,calc_pdf_p2199,TEXT_EXTRACTED,HIGH,
CH5-PE-063,2199,2194,CH5,CAL-SEC-5.3,sub_sub_section,条件等,calc_pdf_p2199,TEXT_EXTRACTED,HIGH,
CH5-PE-064,2199,2194,CH5,CAL-SEC-5.3,sub_sub_section,計算式,calc_pdf_p2199,TEXT_EXTRACTED,HIGH,
CH5-PE-065,2201,2196,CH5,CAL-SEC-5.3,sub_sub_section,排水桝間隔の計算(S1-PR1/PR1-PR2/PR2-S2),calc_pdf_p2201,TEXT_EXTRACTED,HIGH,
CH5-PE-066,2204,2199,CH5,CAL-SEC-5.3,sub_sub_section,各部寸法表(幅員方向寸法・横断勾配・路面計画高),calc_pdf_p2204,TEXT_EXTRACTED,HIGH,
CH5-PE-067,2205,2200,CH5,CAL-SEC-5.3,sub_sub_section,計算用数値表,calc_pdf_p2205,TEXT_EXTRACTED,HIGH,
CH5-PE-068,2205,2200,CH5,CAL-SEC-5.3,sub_sub_section,排水管の確認,calc_pdf_p2205,TEXT_EXTRACTED,HIGH,
CH5-PE-069,2206,2201,CH5,CAL-SEC-5.4,section_title,5.4 伸縮装置の設計,calc_pdf_p2206,TEXT_EXTRACTED,HIGH,
CH5-PE-070,2207,2202,CH5,CAL-SEC-5.4.1,sub_section,5.4.1 PU15,calc_pdf_p2207,TEXT_EXTRACTED,HIGH,
CH5-PE-071,2207,2202,CH5,CAL-SEC-5.4.1,sub_sub_section,設計条件(橋種・温度範囲・レベル1移動量),calc_pdf_p2207,TEXT_EXTRACTED,HIGH,
CH5-PE-072,2207,2202,CH5,CAL-SEC-5.4.1,sub_sub_section,伸縮量(常時/地震時),calc_pdf_p2207,TEXT_EXTRACTED,HIGH,
CH5-PE-073,2208,2203,CH5,CAL-SEC-5.4.1,sub_sub_section,形式選定(移動量/桁遊間),calc_pdf_p2208,TEXT_EXTRACTED,HIGH,
CH5-PE-074,2208,2203,CH5,CAL-SEC-5.4.1,sub_sub_section,荷重条件,calc_pdf_p2208,TEXT_EXTRACTED,HIGH,
CH5-PE-075,2208,2203,CH5,CAL-SEC-5.4.1,sub_sub_section,ミドルビーム(機械的性質・曲げモーメント),calc_pdf_p2208,TEXT_EXTRACTED,HIGH,
CH5-PE-076,2209,2204,CH5,CAL-SEC-5.4.1,sub_sub_section,ミドルビーム曲げモーメント(4径間連続梁),calc_pdf_p2209,TEXT_EXTRACTED,HIGH,
CH5-PE-077,2211,2206,CH5,CAL-SEC-5.4.1,sub_sub_section,荷重項の計算・三連モーメントの式,calc_pdf_p2211,TEXT_EXTRACTED,HIGH,
CH5-PE-078,2212,2207,CH5,CAL-SEC-5.4.1,sub_sub_section,各支点反力・最大曲げモーメント,calc_pdf_p2212,TEXT_EXTRACTED,HIGH,
CH5-PE-079,2213,2208,CH5,CAL-SEC-5.4.1,sub_sub_section,ミドルビーム曲げ応力度・せん断応力度・合成応力度,calc_pdf_p2213,TEXT_EXTRACTED,HIGH,
CH5-PE-080,2214,2209,CH5,CAL-SEC-5.4.1,sub_sub_section,サポートビーム(SM490A)の計算,calc_pdf_p2214,TEXT_EXTRACTED,HIGH,
CH5-PE-081,2216,2211,CH5,CAL-SEC-5.4.1,sub_sub_section,伸縮装置張出部の応力度,calc_pdf_p2216,TEXT_EXTRACTED,HIGH,
CH5-PE-082,2220,2215,CH5,CAL-SEC-5.4.1,sub_sub_section,A-A断面合成応力度,calc_pdf_p2220,TEXT_EXTRACTED,HIGH,
CH5-PE-083,2220,2215,CH5,CAL-SEC-5.4.2,sub_section,5.4.2 AR2,calc_pdf_p2220,TEXT_EXTRACTED,HIGH,
CH5-PE-084,2220,2215,CH5,CAL-SEC-5.4.2,sub_sub_section,伸縮装置の移動量(温度/地震/設計伸縮量),calc_pdf_p2220,TEXT_EXTRACTED,HIGH,
CH5-PE-085,2221,2216,CH5,CAL-SEC-5.4.2,sub_sub_section,設計条件(SEFジョイント100-325),calc_pdf_p2221,TEXT_EXTRACTED,HIGH,
CH5-PE-086,2222,2217,CH5,CAL-SEC-5.4.2,sub_sub_section,伸縮量の算定,calc_pdf_p2222,TEXT_EXTRACTED,HIGH,
CH5-PE-087,2222,2217,CH5,CAL-SEC-5.4.2,sub_sub_section,フィンガー長およびウェブ遊間の決定,calc_pdf_p2222,TEXT_EXTRACTED,HIGH,
CH5-PE-088,2223,2218,CH5,CAL-SEC-5.4.2,sub_sub_section,フィンガー形状,calc_pdf_p2223,TEXT_EXTRACTED,HIGH,
CH5-PE-089,2224,2219,CH5,CAL-SEC-5.4.2,sub_sub_section,ウェブ遊間の決定,calc_pdf_p2224,TEXT_EXTRACTED,HIGH,
CH5-PE-090,2224,2219,CH5,CAL-SEC-5.4.2,sub_sub_section,フェイスプレートの設計(耐荷性能の照査),calc_pdf_p2224,TEXT_EXTRACTED,HIGH,
CH5-PE-091,2225,2220,CH5,CAL-SEC-5.4.2,sub_sub_section,孔あき鋼板ジベルの計算(耐荷性能の照査),calc_pdf_p2225,TEXT_EXTRACTED,HIGH,
CH5-PE-092,2226,2221,CH5,CAL-SEC-5.4.2,sub_sub_section,孔あき鋼板ジベルの板厚の決定,calc_pdf_p2226,TEXT_EXTRACTED,HIGH,
CH5-PE-093,2226,2221,CH5,CAL-SEC-ch5,chapter_end,第5章 終,calc_pdf_p2226,TEXT_EXTRACTED,HIGH,End of Chapter 5
