element_id,pdf_page_number,printed_page_number,chapter_id,section_id,element_type,title_raw,source_locator,extraction_status,confidence,notes
CH1-PE-016,7,2,CH1,CAL-SEC-1.1,design_condition,舗装: アスファルト舗装 t=80mm,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-017,7,2,CH1,CAL-SEC-1.1,design_condition,床版: 鋼コンクリート合成床版 t=230mm,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-018,7,2,CH1,CAL-SEC-1.1,design_condition,大型車交通量: 379台/日･方向,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-019,7,2,CH1,CAL-SEC-1.1,design_condition,設計水平震度: レベル1:kh=0.25 レベル2:動的解析法による,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-020,7,2,CH1,CAL-SEC-1.1,design_condition,"使用材料: 鋼材 SM520,SM490Y,SM400,SS400",calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-021,7,2,CH1,CAL-SEC-1.1,design_condition,コンクリート: σck=30N/mm2(合成床版) σck=24N/mm2(壁高欄) σck=30N/mm2(巻き立て),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-022,7,2,CH1,CAL-SEC-1.1,design_condition,鉄筋: SD345,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-023,7,2,CH1,CAL-SEC-1.1,design_condition,防錆仕様: 塗装仕様,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-024,7,2,CH1,CAL-SEC-1.1,design_condition,支承: 橋軸方向:(免震) 橋軸直角方向(固定),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-025,7,2,CH1,CAL-SEC-1.1,design_condition,防護柵: 剛性防護柵フロリダ型(SC種),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-026,7,2,CH1,CAL-SEC-1.1,design_condition,遮音壁荷重: 付属物荷重として両側に2.1kN/m (路面より5.0m),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-027,7,2,CH1,CAL-SEC-1.1,design_condition,検査路: 1.0kN/m (走行車線直下に1条),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-028,7,2,CH1,CAL-SEC-1.1,design_condition,適用基準: 道路橋示方書・同解説(H29.11) / 日本道路協会,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-029,7,2,CH1,CAL-SEC-1.1,design_condition,現場継手: トルシア型高力ボルト接合 M22(S10T),calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,
CH1-PE-030,7,2,CH1,CAL-SEC-1.1,design_note,本橋の設計について: 非合成桁を主体とし、合成断面の照査を行う。,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,Design policy note
CH1-PE-031,7,2,CH1,CAL-SEC-1.1,design_note,本橋の支承について: 機能分離型支承と荷重調整型支承の形式比較,calc_pdf_p7,EXTRACTION_COMPLETE,HIGH,Bearing selection note
CH1-PE-032,8,3,CH1,CAL-SEC-1.2,section_title,1.2 上部工構造一般図,calc_pdf_p8,EXTRACTION_COMPLETE,HIGH,General structural drawing heading
CH1-PE-033,8,3,CH1,CAL-SEC-1.2,drawing_title,旭高架橋 Aランプ PU15-AR2 上部工構造一般図(その1) S=1:200,calc_pdf_p8,EXTRACTION_COMPLETE,HIGH,Drawing title
CH1-PE-034,9,4,CH1,CAL-SEC-1.2,drawing_title,旭高架橋 Aランプ PU15-AR2 上部工構造一般図(その2) S=1:50,calc_pdf_p9,EXTRACTION_COMPLETE,HIGH,Drawing title sheet 2
CH1-PE-035,9,4,CH1,CAL-SEC-1.2,drawing_section,端支点 PU15(S1) / 端支点 AR2(S2) / 中間支点 PR1 / 中間支点 PR2,calc_pdf_p9,EXTRACTION_COMPLETE,HIGH,Cross section labels
CH1-PE-036,10,5,CH1,CAL-SEC-1.3,section_title,1.3 基本寸法一覧,calc_pdf_p10,EXTRACTION_COMPLETE,HIGH,Basic dimension list heading
CH1-PE-037,10,5,CH1,CAL-SEC-1.3,subsection_title,主桁支間長,calc_pdf_p10,EXTRACTION_COMPLETE,HIGH,Main girder span length table
CH1-PE-038,10,5,CH1,CAL-SEC-1.3,subsection_title,主桁格間長,calc_pdf_p10,EXTRACTION_COMPLETE,HIGH,Main girder panel length table
CH1-PE-039,11,6,CH1,CAL-SEC-1.3,subsection_title,横断間隔長,calc_pdf_p11,EXTRACTION_COMPLETE,HIGH,Cross-section interval length table
