table_id,pdf_page_number,printed_page_number,chapter_id,section_id,title_raw,header_raw,row_key,column_key,cell_raw_text,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_locator,confidence,verification_status
CH1-TBL-015,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,5,AG1,4992.5,4992.5,mm,4992.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-016,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,5,AG2,5000.0,5000.0,mm,5000.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-017,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,6,AG1,4992.5,4992.5,mm,4992.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-018,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,6,AG2,5000.0,5000.0,mm,5000.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-019,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,7,AG1,4992.5,4992.5,mm,4992.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-020,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,7,AG2,5000.0,5000.0,mm,5000.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-021,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,8,AG1,4992.5,4992.5,mm,4992.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-022,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,8,AG2,5000.0,5000.0,mm,5000.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-023,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,9,AG1,5097.4,5097.4,mm,5097.4,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-024,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,9,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-025,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,10,AG1,5097.5,5097.5,mm,5097.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-026,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,10,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-027,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,11,AG1,5097.5,5097.5,mm,5097.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-028,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,11,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-029,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,12,AG1,5097.5,5097.5,mm,5097.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-030,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,12,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-031,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,13,AG1,5097.5,5097.5,mm,5097.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-032,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,13,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-033,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,14,AG1,5097.4,5097.4,mm,5097.4,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-034,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,14,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-035,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,15,AG1,5097.4,5097.4,mm,5097.4,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-036,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,15,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-037,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,16,AG1,5097.5,5097.5,mm,5097.5,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-038,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,16,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-039,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,17,AG1,5097.4,5097.4,mm,5097.4,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-040,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,17,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-041,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,18,AG1,5097.4,5097.4,mm,5097.4,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-042,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,18,AG2,5105.1,5105.1,mm,5105.1,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-043,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,19,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-044,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,19,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-045,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,20,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-046,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,20,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-047,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,21,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-048,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,21,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-049,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,22,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-050,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,22,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-051,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,23,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-052,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,23,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-053,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,24,AG1,5094.6,5094.6,mm,5094.6,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-054,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,24,AG2,5102.2,5102.2,mm,5102.2,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-055,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,25,AG1,4834.7,4834.7,mm,4834.7,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-056,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,25,AG2,4700.0,4700.0,mm,4700.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-057,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,26,AG1,4885.0,4885.0,mm,4885.0,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-058,10,5,CH1,CAL-SEC-1.3,主桁格間長,格間|AG1|AG2,26,AG2,4712.7,4712.7,mm,4712.7,mm,panel_length,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-059,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,1,歩車道境界～AG1,1253.4,1253.4,mm,1253.4,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-060,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,1,AG1～AG2,4512.2,4512.2,mm,4512.2,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-061,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,1,歩車道境界～AG2,1253.4,1253.4,mm,1253.4,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-062,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,1,合計,7019.0,7019.0,mm,7019.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-063,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,2,歩車道境界～AG1,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-064,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,2,AG1～AG2,4500.0,4500.0,mm,4500.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-065,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,2,歩車道境界～AG2,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-066,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,2,合計,7000.0,7000.0,mm,7000.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-067,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,3,歩車道境界～AG1,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-068,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,3,AG1～AG2,4500.0,4500.0,mm,4500.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-069,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,3,歩車道境界～AG2,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-070,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,3,合計,7000.0,7000.0,mm,7000.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-071,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,4,歩車道境界～AG1,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-072,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,4,AG1～AG2,4500.0,4500.0,mm,4500.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-073,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,4,歩車道境界～AG2,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-074,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,4,合計,7000.0,7000.0,mm,7000.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-075,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,5,歩車道境界～AG1,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-076,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,5,AG1～AG2,4500.0,4500.0,mm,4500.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-077,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,5,歩車道境界～AG2,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-078,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,5,合計,7000.0,7000.0,mm,7000.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-079,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,6,歩車道境界～AG1,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-080,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,6,AG1～AG2,4500.0,4500.0,mm,4500.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-081,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,6,歩車道境界～AG2,1250.0,1250.0,mm,1250.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-082,11,6,CH1,CAL-SEC-1.3,横断間隔長,横断|歩車道境界～AG1|AG1～AG2|歩車道境界～AG2|合計,6,合計,7000.0,7000.0,mm,7000.0,mm,cross_interval,chapter_01/tables.csv,HIGH,UNVERIFIED
CH1-TBL-083,7,2,CH1,CAL-SEC-1.1,設計条件一覧,(設計条件表),,,,design_condition_table,chapter_01/tables.csv,MEDIUM,UNVERIFIED
